,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
2161,2161,2019,11,Science advances,Undulatory topographical waves for flow-induced foulant sweeping,"Hangil.Ko.None.None,HyunHa.Park.None.None,Hyeokjun.Byeon.Korea, Republic of.Pohang,Minsu.Kang.None.None,Jaeha.Ryu.Korea, Republic of.Daejeon,Hyung Jin.Sung.Korea, Republic of.Daejeon,Sang Joon.Lee.Korea, Republic of.Pohang,Hoon Eui.Jeong.None.None"
2162,2162,2019,11,Science advances,DNA-assembled nanoarchitectures with multiple components in regulated and coordinated motion,"Pengfei.Zhan.United States.Max,Maximilian J.Urban.United States.Max,Steffen.Both.Germany.Stuttgart,Xiaoyang.Duan.United States.Max,Anton.Kuzyk.United States.Finland,Thomas.Weiss.Germany.Stuttgart,Na.Liu.United States.Max"
2163,2163,2019,11,Science advances,"Unconventional route to dual-shelled organolead halide perovskite nanocrystals with controlled dimensions, surface chemistry, and stabilities","Yanjie.He.United States.Atlanta,Young Jun.Yoon.United States.Atlanta,Yeu Wei.Harn.United States.Atlanta,Gill V.BiesoldMcGee.United States.Atlanta,Shuang.Liang.United States.Atlanta,Chun Hao.Lin.United States.Atlanta,Vladimir V.Tsukruk.United States.Atlanta,Naresh.Thadhani.United States.Atlanta,Zhitao.Kang.United States.Atlanta,Zhiqun.Lin.United States.Atlanta"
2164,2164,2019,11,Science advances,Exciton control in a room temperature bulk semiconductor with coherent strain pulses,"Edoardo.Baldini.Switzerland.Lausanne,Adriel.Dominguez.Costa Rica.San Sebastian,Tania.Palmieri.Switzerland.Lausanne,Oliviero.Cannelli.Switzerland.Lausanne,Angel.Rubio.Costa Rica.San Sebastian,Pascal.Ruello.None.None,Majed.Chergui.Switzerland.Lausanne"
2165,2165,2019,11,Science advances,Plasmonic nanogap enhanced phase-change devices with dual electrical-optical functionality,"Nikolaos.Farmakidis.New Zealand.Oxford,Nathan.Youngblood.New Zealand.Oxford,Xuan.Li.New Zealand.Oxford,James.Tan.New Zealand.Oxford,Jacob L.Swett.New Zealand.Oxford,Zengguang.Cheng.New Zealand.Oxford,C David.Wright.United Kingdom.Exeter,Wolfram H P.Pernice.Germany.Muenster,Harish.Bhaskaran.New Zealand.Oxford"
2166,2166,2019,11,Science advances,Unconventional scaling of the superfluid density with the critical temperature in transition metal dichalcogenides,"F O.von Rohr.United States.University,JC.Orain.None.None,R.Khasanov.None.None,C.Witteveen.United States.University,Z.Shermadini.None.None,A.Nikitin.None.None,J.Chang.None.None,A R.Wieteska.United Kingdom.New York,A N.Pasupathy.United Kingdom.New York,M Z.Hasan.United States.Princeton,A.Amato.None.None,H.Luetkens.None.None,Y J.Uemura.United Kingdom.New York,Z.Guguchia.None.None"
2167,2167,2019,11,Science immunology,Chronic mucocutaneous candidiasis and connective tissue disorder in humans with impaired JNK1-dependent responses to IL-17A/F and TGF-β,"Juan.Li.United Kingdom.New York,Marco.Ritelli.Italy.Brescia,Cindy S.Ma.Australia.Darlinghurst,Geetha.Rao.Australia.Darlinghurst,Tanwir.Habib.Qatar.Doha,Emilie.Corvilain.Gabon.Paris,Salim.Bougarn.Qatar.Doha,Sophie.Cypowyj.United Kingdom.New York,Lucie.Grodeck.United States.Centre,Romain.Lvy.Gabon.Paris,Vivien.Bziat.Gabon.Paris,Lei.Shang.United Kingdom.New York,Kathryn.Payne.Australia.Darlinghurst,Danielle T.Avery.Australia.Darlinghurst,Mlanie.Migaud.Gabon.Paris,Soraya.Boucherit.Gabon.Paris,Sabri.Boughorbel.Qatar.Doha,Andrea.Guennoun.Qatar.Doha,Maya.Chrabieh.Gabon.Paris,Franck.Rapaport.United Kingdom.New York,Benedetta.Bigio.United Kingdom.New York,Yuval.Itan.United Kingdom.New York,Bertrand.Boisson.United Kingdom.New York,Valrie.CormierDaire.Gabon.Paris,Delfien.Syx.United States.Center,Fransiska.Malfait.United States.Center,Nicoletta.Zoppi.Italy.Brescia,Laurent.Abel.United Kingdom.New York,Tom.Freiberger.United States.Centre,Harry C.Dietz.United States.Baltimore,Nico.Marr.Qatar.Doha,Stuart G.Tangye.Australia.Darlinghurst,Marina.Colombi.Italy.Brescia,JeanLaurent.Casanova.United Kingdom.New York,Anne.Puel.United Kingdom.New York"
2168,2168,2019,11,Science immunology,Pathogenic CARD11 mutations affect B cell development and differentiation through a noncanonical pathway,"Zheng.Wei.China.Shanghai,Yan.Zhang.Nigeria.Maryland,Jingjing.Chen.Mexico.China,Yu.Hu.China.Shanghai,Pan.Jia.China.Shanghai,Xuelei.Wang.China.Shanghai,Qifang.Zhao.China.Shanghai,Yicong.Deng.China.Shanghai,Ni.Li.China.Shanghai,Yi.Zang.China.Shanghai,Jun.Qin.China.Shanghai,Xiaoming.Wang.Mexico.China,Wei.Lu.China.Shanghai"
2169,2169,2019,11,"Science (New York, N.Y.)",Watching helical membrane proteins fold reveals a common N-to-C-terminal folding pathway,"HyunKyu.Choi.Korea, Republic of.Daejeon,Duyoung.Min.Costa Rica.Los Angeles,Hyunook.Kang.Korea, Republic of.Seoul,Min Ju.Shon.Korea, Republic of.Seoul,SangHyun.Rah.Korea, Republic of.Daejeon,Hak Chan.Kim.Korea, Republic of.Seoul,Hawoong.Jeong.Korea, Republic of.Daejeon,HeeJung.Choi.Korea, Republic of.Seoul,James U.Bowie.Costa Rica.Los Angeles,TaeYoung.Yoon.Korea, Republic of.Seoul"
2170,2170,2019,11,"Science (New York, N.Y.)",Lactose drives <i>Enterococcus</i> expansion to promote graft-versus-host disease,"C K.SteinThoeringer.United Kingdom.New York,K B.Nichols.United Kingdom.New York,A.Lazrak.United Kingdom.New York,M D.Docampo.United Kingdom.New York,A E.Slingerland.United Kingdom.New York,J B.Slingerland.United Kingdom.New York,A G.Clurman.United Kingdom.New York,G.Armijo.United Kingdom.New York,A L C.Gomes.United Kingdom.New York,Y.Shono.United Kingdom.New York,A.Staffas.United Kingdom.New York,M.Burgos da Silva.United Kingdom.New York,S M.Devlin.United Kingdom.New York,K A.Markey.United Kingdom.New York,D.Bajic.Germany.Munich,R.Pinedo.United Kingdom.New York,A.Tsakmaklis.Germany.Cologne,E R.Littmann.United Kingdom.New York,A.Pastore.United Kingdom.New York,Y.Taur.United Kingdom.New York,S.Monette.United Kingdom.New York,M E.Arcila.United Kingdom.New York,A J.Pickard.Australia.Donald,M.Maloy.United Kingdom.New York,R J.Wright.United Kingdom.New York,L A.Amoretti.United Kingdom.New York,E.Fontana.United Kingdom.New York,D.Pham.United Kingdom.Houston,M A.Jamal.United Kingdom.Houston,D.Weber.Germany.Regensburg,A D.Sung.United Kingdom.Durham,D.Hashimoto.Japan.Sapporo,C.Scheid.Germany.Cologne,J B.Xavier.United Kingdom.New York,J A.Messina.United Kingdom.Durham,K.Romero.United Kingdom.Durham,M.Lew.United Kingdom.Durham,A.Bush.United Kingdom.Durham,L.Bohannon.United Kingdom.Durham,K.Hayasaka.Japan.Sapporo,Y.Hasegawa.Japan.Sapporo,M J G T.Vehreschild.Germany.Cologne,J R.Cross.Australia.Donald,D M.Ponce.United Kingdom.New York,M A.Perales.United Kingdom.New York,S A.Giralt.United Kingdom.New York,R R.Jenq.United Kingdom.Houston,T.Teshima.Japan.Sapporo,E.Holler.Germany.Regensburg,N J.Chao.United Kingdom.Durham,E G.Pamer.United Kingdom.New York,J U.Peled.United Kingdom.New York,M R M.van den Brink.United Kingdom.New York"
2171,2171,2019,11,"Science (New York, N.Y.)",Comprehensive AAV capsid fitness landscape reveals a viral gene and enables machine-guided design,"Pierce J.Ogden.South Africa.Boston,Eric D.Kelsic.South Africa.Boston,Sam.Sinai.South Africa.Boston,George M.Church.South Africa.Boston"
2172,2172,2019,11,"Science (New York, N.Y.)",Magnetization switching by magnon-mediated spin torque through an antiferromagnetic insulator,"Yi.Wang.Singapore.Singapore,Dapeng.Zhu.Singapore.Singapore,Yumeng.Yang.Singapore.Singapore,Kyusup.Lee.Singapore.Singapore,Rahul.Mishra.Singapore.Singapore,Gyungchoon.Go.Korea, Republic of.Seoul,SeHyeok.Oh.Korea, Republic of.Seoul,DongHyun.Kim.Korea, Republic of.Seoul,Kaiming.Cai.Singapore.Singapore,Enlong.Liu.Singapore.Singapore,Shawn D.Pollard.Singapore.Singapore,Shuyuan.Shi.Singapore.Singapore,Jongmin.Lee.Singapore.Singapore,Kie Leong.Teo.Singapore.Singapore,Yihong.Wu.Singapore.Singapore,KyungJin.Lee.Korea, Republic of.Seoul,Hyunsoo.Yang.Singapore.Singapore"
2173,2173,2019,11,"Science (New York, N.Y.)",Mutual control of coherent spin waves and magnetic domain walls in a magnonic device,"Jiahao.Han.Australia.Cambridge,Pengxiang.Zhang.Australia.Cambridge,Justin T.Hou.Australia.Cambridge,Saima A.Siddiqui.Australia.Cambridge,Luqiao.Liu.Australia.Cambridge"
2174,2174,2019,11,"Science (New York, N.Y.)",Fatigue-resistant high-performance elastocaloric materials made by additive manufacturing,"Huilong.Hou.Nigeria.Maryland,Emrah.Simsek.Spain.Ames,Tao.Ma.Spain.Ames,Nathan S.Johnson.Ireland.Golden,Suxin.Qian.Mexico.China,Cheikh.Ciss.Ireland.Golden,Drew.Stasak.Nigeria.Maryland,Naila.Al Hasan.Nigeria.Maryland,Lin.Zhou.Spain.Ames,Yunho.Hwang.Nigeria.Maryland,Reinhard.Radermacher.Nigeria.Maryland,Valery I.Levitas.Spain.Ames,Matthew J.Kramer.Spain.Ames,Mohsen Asle.Zaeem.Ireland.Golden,Aaron P.Stebner.Ireland.Golden,Ryan T.Ott.Spain.Ames,Jun.Cui.Spain.Ames,Ichiro.Takeuchi.Nigeria.Maryland"
2175,2175,2019,11,"Science (New York, N.Y.)",Direct observation of bimolecular reactions of ultracold KRb molecules,"MG.Hu.Australia.Cambridge,Y.Liu.Australia.Cambridge,D D.Grimes.Australia.Cambridge,YW.Lin.Australia.Cambridge,A H.Gheorghe.Australia.Cambridge,R.Vexiau.None.None,N.BouloufaMaafa.None.None,O.Dulieu.None.None,T.Rosenband.Australia.Cambridge,KK.Ni.Australia.Cambridge"
2176,2176,2019,11,"Science (New York, N.Y.)",Quantum units from the topological engineering of molecular graphenoids,"Federico.Lombardi.New Zealand.Oxford,Alessandro.Lodi.New Zealand.Oxford,Ji.Ma.United States.Center,Junzhi.Liu.United States.Center,Michael.Slota.New Zealand.Oxford,Akimitsu.Narita.United States.Max,William K.Myers.New Zealand.Oxford,Klaus.Mllen.United States.Max,Xinliang.Feng.United States.Center,Lapo.Bogani.New Zealand.Oxford"
2177,2177,2019,11,"Science (New York, N.Y.)",Illuminating seafloor faults and ocean dynamics with dark fiber distributed acoustic sensing,"Nathaniel J.Lindsey.Australia.Berkeley,T Craig.Dawe.Australia.Monterey,Jonathan B.AjoFranklin.Australia.Berkeley"
2178,2178,2019,11,"Science (New York, N.Y.)",Incoherent strange metal sharply bounded by a critical doping in Bi2212,"SuDi.Chen.United Kingdom.Stanford,Makoto.Hashimoto.United Kingdom.Stanford,Yu.He.United Kingdom.Stanford,Dongjoon.Song.Japan.Ibaraki,KeJun.Xu.United Kingdom.Stanford,JunFeng.He.United Kingdom.Stanford,Thomas P.Devereaux.United States.Menlo Park,Hiroshi.Eisaki.Japan.Ibaraki,DongHui.Lu.United Kingdom.Stanford,Jan.Zaanen.United Kingdom.Stanford,ZhiXun.Shen.United Kingdom.Stanford"
2179,2179,2019,11,"Science (New York, N.Y.)",Tailored multifunctional micellar brushes via crystallization-driven growth from a surface,"Jiandong.Cai.China.Shanghai,Chen.Li.China.Shanghai,Na.Kong.China.Shanghai,Yi.Lu.China.Shanghai,Geyu.Lin.China.Shanghai,Xinyan.Wang.China.Shanghai,Yuan.Yao.China.Shanghai,Ian.Manners.China.Shanghai,Huibin.Qiu.China.Shanghai"
2180,2180,2019,11,"Science (New York, N.Y.)",Need for mountain weather stations climbs,"David S.Hik.Spain.Canada,Scott N.Williamson.Spain.Canada"
2181,2181,2019,11,"Science (New York, N.Y.)",Misguided approach to dengue vaccine risk,"Annelies.WilderSmith.South Africa.Heidelberg,Joachim.Hombach.Switzerland.Geneva,Alejandro.Cravioto.Philippines.Mexico"
2182,2182,2019,11,"Science (New York, N.Y.)",Fires scorching Bolivia's Chiquitano forest,"Alfredo.RomeroMuoz.Germany.Berlin,Martin.Jansen.None.None,Angela M.Nuez.Argentina.La Paz,Marisol.Toledo.Philippines.Santa Cruz,Roberto Vides.Almonacid.Philippines.Santa Cruz,Tobias.Kuemmerle.Germany.Berlin"
2183,2183,2019,11,"Science (New York, N.Y.)",Immunostimulatory gut bacteria,"Laurence.Zitvogel.France.Villejuif,Guido.Kroemer.China.Suzhou"
2184,2184,2019,11,"Science (New York, N.Y.)",A chemical path to quantum information,"Stephen.von Kugelgen.United States.Evanston,Danna E.Freedman.United States.Evanston"
2185,2185,2019,11,"Science (New York, N.Y.)",Cyber risk research impeded by disciplinary barriers,"Gregory.Falco.United Kingdom.Stanford,Martin.Eling.Switzerland.St. Gallen,Danielle.Jablanski.United Kingdom.Stanford,Matthias.Weber.Dominican Republic.San Francisco,Virginia.Miller.United Kingdom.Stanford,Lawrence A.Gordon.Nigeria.Maryland,Shaun Shuxun.Wang.China.Nanyang,Joan.Schmit.United States.Madison,Russell.Thomas.United States.Fairfax,Mauro.Elvedi.Switzerland.St. Gallen,Thomas.Maillart.Switzerland.Geneva,Emy.Donavan.Dominican Republic.San Francisco,Simon.Dejung.Gabon.Paris,Eric.Durand.Switzerland.Zurich,Franklin.Nutter.United Kingdom.Washington,Uzi.Scheffer.None.None,Gil.Arazi.None.None,Gilbert.Ohana.None.None,Herbert.Lin.United Kingdom.Stanford"
2186,2186,2019,11,"Science (New York, N.Y.)",Median raphe controls acquisition of negative experience in the mouse,"Andrs.Sznyi.Hungary.Budapest,Krisztin.Zich.Hungary.Budapest,Albert M.Barth.Hungary.Budapest,Roland T.Gnczi.Hungary.Budapest,Dniel.Schlingloff.Hungary.Budapest,Bibina.Trk.Hungary.Budapest,Eszter.Sipos.Hungary.Budapest,Abel.Major.Hungary.Budapest,Zsuzsanna.Bardczi.Hungary.Budapest,Katalin E.Sos.Hungary.Budapest,Attila I.Gulys.Hungary.Budapest,Viktor.Varga.Hungary.Budapest,Dra.Zelena.Hungary.Budapest,Tams F.Freund.Hungary.Budapest,Gbor.Nyiri.Hungary.Budapest"
2187,2187,2019,11,"Science (New York, N.Y.)","Response to Comment on ""The global tree restoration potential""","JeanFrancois.Bastin.None.None,Yelena.Finegold.Netherlands.Rome,Claude.Garcia.None.None,Danilo.Mollicone.Netherlands.Rome,Marcelo.Rezende.Netherlands.Rome,Devin.Routh.None.None,Constantin M.Zohner.None.None,Thomas W.Crowther.None.None"
2188,2188,2019,11,"Science (New York, N.Y.)","Comment on ""The global tree restoration potential""","Andrew K.Skidmore.United States.University,Tiejun.Wang.United States.University,Kees.de Bie.United States.University,Petter.Pilesj.None.None"
2189,2189,2019,11,"Science (New York, N.Y.)",Brain cell type-specific enhancer-promoter interactome maps and disease<b>-</b>risk association,"Alexi.Nott.Brazil.California,Inge R.Holtman.Brazil.California,Nicole G.Coufal.United States.La Jolla,Johannes C M.Schlachetzki.Brazil.California,Miao.Yu.United States.La Jolla,Rong.Hu.United States.La Jolla,Claudia Z.Han.Brazil.California,Monique.Pena.United States.La Jolla,Jiayang.Xiao.United States.La Jolla,Yin.Wu.United States.La Jolla,Zahara.Keulen.United States.La Jolla,Martina P.Pasillas.Brazil.California,Carolyn.OConnor.United States.La Jolla,Christian K.Nickl.Brazil.California,Simon T.Schafer.United States.La Jolla,Zeyang.Shen.Brazil.California,Robert A.Rissman.Brazil.California,James B.Brewer.Brazil.California,David.Gosselin.Brazil.California,David D.Gonda.Brazil.California,Michael L.Levy.Brazil.California,Michael G.Rosenfeld.Brazil.California,Graham.McVicker.United States.La Jolla,Fred H.Gage.Netherlands.Groningen,Bing.Ren.Brazil.California,Christopher K.Glass.Brazil.California"
2190,2190,2019,11,"Science (New York, N.Y.)",Dense connectomic reconstruction in layer 4 of the somatosensory cortex,"Alessandro.Motta.None.None,Manuel.Berning.None.None,Kevin M.Boergens.None.None,Benedikt.Staffler.None.None,Marcel.Beining.None.None,Sahil.Loomba.None.None,Philipp.Hennig.None.None,Heiko.Wissler.None.None,Moritz.Helmstaedter.None.None"
2191,2191,2019,11,"Science (New York, N.Y.)",Self-organization of <i>parS</i> centromeres by the ParB CTP hydrolase,"YoungMin.Soh.Switzerland.Lausanne,Iain Finley.Davidson.Austria.Vienna,Stefano.Zamuner.Switzerland.Lausanne,Jrme.Basquin.Germany.Martinsried,Florian Patrick.Bock.Switzerland.Lausanne,Michael.Taschner.Switzerland.Lausanne,JanWillem.Veening.Switzerland.Lausanne,Paolo.De Los Rios.Switzerland.Lausanne,JanMichael.Peters.Austria.Vienna,Stephan.Gruber.Switzerland.Lausanne"
2192,2192,2019,11,Nature communications,Characterization of genetic subclonal evolution in pancreatic cancer mouse models,"Noushin.Niknafs.United States.Baltimore,Yi.Zhong.United Kingdom.New York,John Alec.Moral.United Kingdom.New York,Lance.Zhang.United Kingdom.New York,Melody Xiaoshan.Shao.United States.Baltimore,April.Lo.United States.Baltimore,Alvin.MakohonMoore.United Kingdom.New York,Christine A.IacobuzioDonahue.United Kingdom.New York,Rachel.Karchin.United States.Baltimore"
2193,2193,2019,11,Nature communications,Tsc1-mTORC1 signaling controls striatal dopamine release and cognitive flexibility,"Polina.Kosillo.Australia.Berkeley,Natalie M.Doig.New Zealand.Oxford,Kamran M.Ahmed.Australia.Berkeley,Alexander H C W.AgopyanMiu.Australia.Berkeley,Corinna D.Wong.Australia.Berkeley,Lisa.Conyers.New Zealand.Oxford,Sarah.Threlfell.New Zealand.Oxford,Peter J.Magill.New Zealand.Oxford,Helen S.Bateup.Australia.Berkeley"
2194,2194,2019,11,Nature communications,The ABCG2 multidrug transporter is a pump gated by a valve and an extracellular lid,"Narakorn.Khunweeraphong.Austria.Vienna,Daniel.Szllsi.Austria.Vienna,Thomas.Stockner.Austria.Vienna,Karl.Kuchler.Austria.Vienna"
2195,2195,2019,11,Nature communications,Nanocomposite electrodes for high current density over 3 A cm<sup>-2</sup> in solid oxide electrolysis cells,"Hiroyuki.Shimada.Japan.Nagoya,Toshiaki.Yamaguchi.Japan.Nagoya,Haruo.Kishimoto.Japan.Ibaraki,Hirofumi.Sumi.Japan.Nagoya,Yuki.Yamaguchi.Japan.Nagoya,Katsuhiro.Nomura.Japan.Nagoya,Yoshinobu.Fujishiro.Japan.Nagoya"
2196,2196,2019,11,Nature communications,Automated optimized parameters for T-distributed stochastic neighbor embedding improve visualization and analysis of large datasets,"Anna C.Belkina.South Africa.Boston,Christopher O.Ciccolella.Mexico.Santa Clara,Rina.Anno.United States.Manhattan,Richard.Halpert.United States.Ashland,Josef.Spidlen.United States.Ashland,Jennifer E.SnyderCappione.South Africa.Boston"
2197,2197,2019,11,Nature communications,Integrating electric field modeling and neuroimaging to explain inter-individual variability of tACS effects,"Florian H.Kasten.Germany.Oldenburg,Katharina.Duecker.Germany.Oldenburg,Marike C.Maack.Germany.Oldenburg,Arnd.Meiser.Germany.Oldenburg,Christoph S.Herrmann.Germany.Oldenburg"
2198,2198,2019,11,Nature communications,Epithelial tumor suppressor ELF3 is a lineage-specific amplified oncogene in lung adenocarcinoma,"Katey S S.Enfield.Spain.Canada,Erin A.Marshall.Spain.Canada,Christine.Anderson.Spain.Canada,Kevin W.Ng.Spain.Canada,Sara.Rahmati.Australia.Toronto,Zhaolin.Xu.Spain.Canada,Megan.Fuller.Spain.Canada,Katy.Milne.Seychelles.Victoria,Daniel.Lu.Spain.Canada,Rocky.Shi.Spain.Canada,David A.Rowbotham.Spain.Canada,Daiana D.BeckerSantos.Spain.Canada,Fraser D.Johnson.Spain.Canada,John C.English.Spain.Canada,Calum E.MacAulay.Spain.Canada,Stephen.Lam.Spain.Canada,William W.Lockwood.Spain.Canada,Raj.Chari.United States.Frederick,Aly.Karsan.Spain.Canada,Igor.Jurisica.Australia.Toronto,Wan L.Lam.Spain.Canada"
2199,2199,2019,11,Nature communications,The European Space Agency's Comet Interceptor lies in wait,"Colin.Snodgrass.United Kingdom.Edinburgh,Geraint H.Jones.United Kingdom.Dorking"
2200,2200,2019,11,Nature communications,Primary decidual zone formation requires Scribble for pregnancy success in mice,"Jia.Yuan.United States.Cincinnati,Shizu.Aikawa.United States.Cincinnati,Wenbo.Deng.United States.Cincinnati,Amanda.Bartos.United States.Cincinnati,Gerd.Walz.United States.University,Florian.Grahammer.Germany.Hamburg,Tobias B.Huber.Germany.Hamburg,Xiaofei.Sun.United States.Cincinnati,Sudhansu K.Dey.United States.Cincinnati"
2201,2201,2019,11,Nature communications,Two-tiered enforcement of high-fidelity DNA ligation,"Percy P.Tumbale.None.None,Thomas J.Jurkiw.United States.University,Matthew J.Schellenberg.None.None,Amanda A.Riccio.None.None,Patrick J.OBrien.United States.University,R Scott.Williams.None.None"
2202,2202,2019,11,Nature communications,Human confidence judgments reflect reliability-based hierarchical integration of contextual information,"Philipp.Schustek.Philippines.Barcelona,Alexandre.Hyafil.Philippines.Barcelona,Rubn.MorenoBote.Philippines.Barcelona"
2203,2203,2019,11,Nature communications,Polar surface structure of oxide nanocrystals revealed with solid-state NMR spectroscopy,"Junchao.Chen.China.Nanjing,XinPing.Wu.China.Shanghai,Michael A.Hope.Australia.Cambridge,Kun.Qian.China.Nanjing,David M.Halat.Australia.Cambridge,Tao.Liu.Australia.Cambridge,Yuhong.Li.China.Nanjing,Li.Shen.China.Nanjing,Xiaokang.Ke.China.Nanjing,Yujie.Wen.China.Nanjing,JiaHuan.Du.China.Nanjing,Pieter C M M.Magusin.Australia.Cambridge,Subhradip.Paul.United Kingdom.Nottingham,Weiping.Ding.China.Nanjing,XueQing.Gong.China.Shanghai,Clare P.Grey.Australia.Cambridge,Luming.Peng.China.Nanjing"
2204,2204,2019,11,Nature communications,Long-range versus short-range effects in cold molecular ion-neutral collisions,"Alexander D.Drfler.Switzerland.Basel,Pascal.Eberle.Switzerland.Basel,Debasish.Koner.Switzerland.Basel,Micha.Tomza.Poland.Warsaw,Markus.Meuwly.Switzerland.Basel,Stefan.Willitsch.Switzerland.Basel"
