,pub_year,pub_month,journal_name,paper_title,author
10,2019,12,PLoS medicine,"Association between gestational weight gain and severe adverse birth outcomes in Washington State, US: A population-based retrospective cohort study, 2004-2013","Canada.Quebec.U Vivian.Ukah,Canada.British Columbia.Hamideh.Bayrampour,Saudi Arabia.Riyadh.Yasser.Sabr,Sweden.Stockholm.Neda.Razaz,Canada.British Columbia.Wee-Shian.Chan,Canada.British Columbia.Kenneth I.Lim,Canada.British Columbia.Sarka.Lisonkova"
11,2019,12,PLoS medicine,"Antirotavirus IgA seroconversion rates in children who receive concomitant oral poliovirus vaccine: A secondary, pooled analysis of Phase II and III trial data from 33 countries","United States of America.Georgia.Julia M.Baker,United States of America.Georgia.Jacqueline E.Tate,United States of America.Georgia.Juan.Leon,United States of America.Georgia.Michael J.Haber,United States of America.Georgia.Benjamin A.Lopman"
12,2019,12,PLoS neglected tropical diseases,Risk of dengue in Central Africa: Vector competence studies with Aedes aegypti and Aedes albopictus (Diptera: Culicidae) populations and dengue 2 virus,"Cameroon.Yaoundé.Basile.Kamgang,France.Paris.Marie.Vazeille,Cameroon.Yaoundé.Armel N.Tedjou,Cameroon.Yaoundé.Theodel A.Wilson-Bahun,Cameroon.Yaoundé.Aurélie P.Yougang,France.Paris.Laurence.Mousson,Cameroon.Yaoundé.Charles S.Wondji,France.Paris.Anna-Bella.Failloux"
13,2019,12,PLoS pathogens,Novel RNA viruses associated with Plasmodium vivax in human malaria and Leucocytozoon parasites in avian disease,"Australia.New South Wales.Justine.Charon,Australia.Northern Territory.Matthew J.Grigg,Australia.New South Wales.John-Sebastian.Eden,Australia.Northern Territory.Kim A.Piera,Australia.New South Wales.Hafsa.Rana,Malaysia.Sabah.Timothy.William,Australia.New South Wales.Karrie.Rose,Australia.New South Wales.Miles P.Davenport,Australia.Northern Territory.Nicholas M.Anstey,Australia.New South Wales.Edward C.Holmes"
14,2019,12,PLoS pathogens,Cross-talk between microglia and neurons regulates HIV latency,"United States of America.Ohio.David.Alvarez-Carbonell,United States of America.Ohio.Fengchun.Ye,United States of America.Ohio.Nirmala.Ramanath,United States of America.Ohio.Yoelvis.Garcia-Mesa,United States of America.Virginia.Pamela E.Knapp,United States of America.Virginia.Kurt F.Hauser,United States of America.Ohio.Jonathan.Karn"
15,2019,12,PLoS pathogens,Small RNAs and extracellular vesicles: New mechanisms of cross-species communication and innovative tools for disease control,"United States of America.California.Qiang.Cai,United States of America.California.Baoye.He,Germany.Munich.Arne.Weiberg,United Kingdom.Edinburgh.Amy H.Buck,United States of America.California.Hailing.Jin"
16,2019,12,PLoS pathogens,IL-23 supports host defense against systemic Candida albicans infection by ensuring myeloid cell survival,"Switzerland.Zürich.Selim.Nur,Switzerland.Zürich.Florian.Sparber,Switzerland.Zürich.Christina.Lemberg,Switzerland.Zürich.Eva.Guiducci,Switzerland.Zürich.Tiziano A.Schweizer,Switzerland.Zürich.Pascale.Zwicky,Switzerland.Zürich.Burkhard.Becher,Switzerland.Zürich.Salomé.LeibundGut-Landmann"
17,2019,12,PLoS computational biology,Neuronal population model of globular bushy cells covering unit-to-unit variability,"Germany.Oldenburg.Go.Ashida,Germany.Oldenburg.Helen T.Heinermann,Germany.Oldenburg.Jutta.Kretzberg"
18,2019,12,PLoS genetics,The MITF-SOX10 regulated long non-coding RNA DIRC3 is a melanoma tumour suppressor,"United Kingdom.Bath.Elizabeth A.Coe,Switzerland.Lausanne.Jennifer Y.Tan,United Kingdom.Bath.Michael.Shapiro,United Kingdom.Oxford.Pakavarin.Louphrasitthiphol,United Kingdom.Hinxton.Andrew R.Bassett,Switzerland.Lausanne.Ana C.Marques,United Kingdom.Oxford.Colin R.Goding,United Kingdom.Bath.Keith W.Vance"
19,2019,12,PLoS neglected tropical diseases,Nested PCR and the TaqMan SNP Genotyping Assay enhanced the sensitivity of drug resistance testing of Mycobacterium leprae using clinical specimens of leprosy patients,"China.Beijing.Xiaohua.Chen,China.Kunming.Jun.He,China.Beijing.Jian.Liu,China.Beijing.Yuangang.You,China.Beijing.Lianchao.Yuan,China.Beijing.Yan.Wen"
20,2019,12,PLoS neglected tropical diseases,Deciphering the role of miR-71 in Echinococcus multilocularis early development in vitro,"Argentina.Buenos Aires.Matías Gastón.Pérez,Germany.Würzburg.Markus.Spiliotis,Uruguay.Montevideo.Natalia.Rego,Argentina.Buenos Aires.Natalia.Macchiaroli,Argentina.Buenos Aires.Laura.Kamenetzky,United Kingdom.Cambridge.Nancy.Holroyd,Argentina.Buenos Aires.Marcela Alejandra.Cucher,Germany.Würzburg.Klaus.Brehm,Argentina.Buenos Aires.Mara Cecilia.Rosenzvit"
21,2019,12,PLoS pathogens,PDGFRA defines the mesenchymal stem cell Kaposi's sarcoma progenitors by enabling KSHV oncogenesis in an angiogenic environment,"United States of America.Florida.Julian.Naipauer,United States of America.Florida.Santas.Rosario,United States of America.Florida.Sachin.Gupta,United States of America.Florida.Courtney.Premer,United States of America.Florida.Omayra.Méndez-Solís,United States of America.Florida.Mariana.Schlesinger,United States of America.Florida.Virginia.Ponzinibbio,United States of America.Florida.Vaibhav.Jain,United States of America.Florida.Lauren.Gay,United States of America.Florida.Rolf.Renne,United States of America.Florida.Ho Lam.Chan,United States of America.Florida.Lluis.Morey,United States of America.Florida.Daria.Salyakina,United States of America.Florida.Martin.Abba,United States of America.Florida.Sion.Williams,United States of America.Florida.Joshua M.Hare,United States of America.Florida.Pascal J.Goldschmidt-Clermont,United States of America.Florida.Enrique A.Mesri"
22,2019,12,PLoS biology,Human sperm displays rapid responses to diet,"Sweden.Linkoping.Daniel.Nätt,Sweden.Linkoping.Unn.Kugelberg,Spain.Barcelona.Eduard.Casas,Sweden.Linköping.Elizabeth.Nedstrand,Sweden.Linköping.Stefan.Zalavary,Sweden.Huddinge.Pontus.Henriksson,Sweden.Linköping.Carola.Nijm,Sweden.Linköping.Julia.Jäderquist,Sweden.Huddinge.Johanna.Sandborg,Sweden.Linköping.Eva.Flinke,Sweden.Linkoping.Rashmi.Ramesh,Sweden.Linkoping.Lovisa.Örkenby,Sweden.Linkoping.Filip.Appelkvist,Sweden.Linkoping.Thomas.Lingg,Sweden.Lund.Nicola.Guzzi,Sweden.Lund.Cristian.Bellodi,Sweden.Huddinge.Marie.Löf,Spain.Barcelona.Tanya.Vavouri,Sweden.Linkoping.Anita.Öst"
23,2019,12,PLoS computational biology,A novel machine learning based approach for iPS progenitor cell identification,"China.Guangdong.Haishan.Zhang,China.Guangdong.Ximing.Shao,PR China.Guangdong.Yin.Peng,China.Guangdong.Yanning.Teng,China.Guangdong.Konda Mani.Saravanan,China.Guangdong.Huiling.Zhang,China.Guangdong.Hongchang.Li,China.Guangdong.Yanjie.Wei"
24,2019,12,PLoS computational biology,Associating lncRNAs with small molecules via bilevel optimization reveals cancer-related lncRNAs,"China.Xining.Yongcui.Wang,China.Xining.Shilong.Chen,China.Shanghai.Luonan.Chen,China.Beijing.Yong.Wang"
25,2019,12,PLoS computational biology,"Fine-scale family structure shapes influenza transmission risk in households: Insights from primary schools in Matsumoto city, 2014/15","United Kingdom.London.Akira.Endo,Japan.Gunma.Mitsuo.Uchida,United Kingdom.London.Adam J.Kucharski,United Kingdom.London.Sebastian.Funk"
26,2019,12,PLoS genetics,Cell elimination strategies upon identity switch via modulation of apterous in Drosophila wing disc,"Switzerland.Lausanne.Olga.Klipa,Switzerland.Lausanne.Fisun.Hamaratoglu"
27,2019,12,PLoS genetics,CRISPR/Cas9 interrogation of the mouse Pcdhg gene cluster reveals a crucial isoform-specific role for Pcdhgc4,"United States of America.Michigan.Andrew M.Garrett,United States of America.Iowa.Peter J.Bosch,United States of America.Iowa.David M.Steffen,United States of America.Iowa.Leah C.Fuller,United States of America.Iowa.Charles G.Marcucci,United States of America.Michigan.Alexis A.Koch,United States of America.Maine.Preeti.Bais,United States of America.Iowa.Joshua A.Weiner,United States of America.Maine.Robert W.Burgess"
28,2019,12,PLoS genetics,Inhibition of FLT1 ameliorates muscular dystrophy phenotype by increased vasculature in a mouse model of Duchenne muscular dystrophy,"United States of America.MN.Mayank.Verma,United States of America.MN.Yuko.Shimizu-Motohashi,United States of America.MN.Yoko.Asakura,United States of America.MN.James P.Ennen,United States of America.MA.Jennifer.Bosco,United States of America.MA.Zhiwei.Zhou,United States of America.CT.Guo-Hua.Fong,United States of America.MA.Serene.Josiah,United States of America.MA.Dennis.Keefe,United States of America.MN.Atsushi.Asakura"
29,2019,12,PLoS medicine,"Intensification with dipeptidyl peptidase-4 inhibitor, insulin, or thiazolidinediones and risks of all-cause mortality, cardiovascular diseases, and severe hypoglycemia in patients on metformin-sulfonylurea dual therapy: A retrospective cohort study","China.Hong Kong SAR.Carlos K H.Wong,China.Hong Kong SAR.Kenneth K C.Man,China.Hong Kong SAR.Margaret.Shi,China.Hong Kong SAR.Esther W.Chan,China.Hong Kong SAR.Chu Wa.Ho,China.Hong Kong SAR.Emily T Y.Tse,China.Hong Kong SAR.Ian C K.Wong,China.Hong Kong SAR.Cindy L K.Lam"
30,2019,12,PLoS neglected tropical diseases,Impact of age-specific immunity on the timing and burden of the next Zika virus outbreak,"Switzerland.Bern.Michel J.Counotte,Switzerland.Bern.Christian L.Althaus,Switzerland.Bern.Nicola.Low,Switzerland.Bern.Julien.Riou"
31,2019,12,PLoS neglected tropical diseases,Development of RT-qPCR and semi-nested RT-PCR assays for molecular diagnosis of hantavirus pulmonary syndrome,"Brazil.Ananindeua.Bruno Tardelli Diniz.Nunes,Brazil.Ananindeua.Maria Helena Rodrigues.de Mendonça,Brazil.Ananindeua.Darlene de Brito.Simith,Brazil.Ananindeua.Adriana Freitas.Moraes,Brazil.Ananindeua.Carla Conceição.Cardoso,Brazil.Ananindeua.Ivy Tsuya Essashika.Prazeres,Brazil.Ananindeua.Ana Alice.de Aquino,Brazil.Ananindeua.Alessandra da Conceição Miranda.Santos,Brazil.Ananindeua.Alice Louize Nunes.Queiroz,Brazil.Ananindeua.Daniela Sueli Guerreiro.Rodrigues,Brazil.Belém.Regis Bruni.Andriolo,Brazil.Ananindeua.Elizabeth Salbé.Travassos da Rosa,Brazil.Ananindeua.Livia Carício.Martins,Brazil.Ananindeua.Pedro Fernando da Costa.Vasconcelos,Brazil.Ananindeua.Daniele Barbosa de Almeida.Medeiros"
32,2019,12,PLoS neglected tropical diseases,Treatment responses to Azithromycin and Ciprofloxacin in uncomplicated Salmonella Typhi infection: A comparison of Clinical and Microbiological Data from a Controlled Human Infection Model,"United Kingdom.Oxford.Celina.Jin,United Kingdom.Oxford.Malick M.Gibani,United Kingdom.Liverpool.Shaun H.Pennington,United Kingdom.Oxford.Xinxue.Liu,United Kingdom.Liverpool.Alison.Ardrey,United Kingdom.Liverpool.Ghaith.Aljayyoussi,United Kingdom.Oxford.Maria.Moore,United Kingdom.Oxford.Brian.Angus,United Kingdom.Liverpool.Christopher M.Parry,United Kingdom.Liverpool.Giancarlo A.Biagini,United Kingdom.Liverpool.Nicholas A.Feasey,United Kingdom.Oxford.Andrew J.Pollard"
33,2019,12,PLoS neglected tropical diseases,Dynamic changes of soluble ST2 levels predicted fatality and were involved in coagulopathy in dengue fever in the elderly,"Taiwan.Tainan.Chih-Cheng.Hsieh,Taiwan.Tainan.Ming-Yuan.Hong,Taiwan.Tainan.Tzong-Shiann.Ho,Taiwan.Tainan.Ching-Chuan.Liu,Taiwan.Tainan.Guey-Chuen.Perng,Taiwan.Tainan.Chia-Chang.Chuang"
34,2019,12,PLoS neglected tropical diseases,Evidence of Leptospiral Presence in the Cumberland Gap Region,"United States of America.Tennessee.Ashutosh.Verma,United States of America.Tennessee.Brittney.Beigel,United States of America.Tennessee.Christopher Carl.Smola,United States of America.Tennessee.Susanna.Kitts-Morgan,United States of America.Tennessee.Daniel.Kish,United States of America.Tennessee.Paul.Nader,United States of America.Tennessee.Joey.Morgan,United States of America.Tennessee.Jerry.Roberson,United States of America.Tennessee.Undine.Christmann,United States of America.Tennessee.Karen.Gruszynski,United States of America.Tennessee.LaRoy.Brandt,United States of America.Tennessee.Ellen.Cho,United States of America.Tennessee.Kelly.Murphy,United States of America.Tennessee.Ryan.Goss"
35,2019,12,PLoS neglected tropical diseases,Hydroclimatic drivers of highly seasonal leptospirosis incidence suggest prominent soil reservoir of pathogenic Leptospira spp. in rural western China,"United States of America.California.Karina.Cucchi,China.Sichuan.Runyou.Liu,United States of America.California.Philip A.Collender,United States of America.California.Qu.Cheng,United States of America.California.Charles.Li,United States of America.California.Christopher M.Hoover,United States of America.Georgia.Howard H.Chang,United States of America.Florida.Song.Liang,China.Sichuan.Changhong.Yang,United States of America.California.Justin V.Remais"
36,2019,12,PLoS neglected tropical diseases,Comparing vector and human surveillance strategies to detect arbovirus transmission: A simulation study for Zika virus detection in Puerto Rico,"Guatemala.Guatemala City.Zachary J.Madewell,United States of America.Puerto Rico.Ryan R.Hemme,United States of America.Puerto Rico.Laura.Adams,United States of America.Puerto Rico.Roberto.Barrera,United States of America.Puerto Rico.Stephen H.Waterman,United States of America.Puerto Rico.Michael A.Johansson"
37,2019,12,PLoS pathogens,Resistance to ectromelia virus infection requires cGAS in bone marrow-derived cells which can be bypassed with cGAMP therapy,"United States of America.Pennsylvania.Eric B.Wong,United States of America.Pennsylvania.Brian.Montoya,United States of America.Pennsylvania.Maria.Ferez,United States of America.Pennsylvania.Colby.Stotesbury,United States of America.Pennsylvania.Luis J.Sigal"
38,2019,12,PLoS pathogens,Protein-RNA interactions important for Plasmodium transmission,"United States of America.Pennsylvania.Kelly T.Rios,United States of America.Pennsylvania.Scott E.Lindner"
39,2019,12,PLoS pathogens,Identification of binding residues between periplasmic adapter protein (PAP) and RND efflux pumps explains PAP-pump promiscuity and roles in antimicrobial resistance,"United Kingdom.Birmingham.Helen E.McNeil,United Kingdom.Birmingham.Ilyas.Alav,United Kingdom.Colchester.Ricardo Corona.Torres,United Kingdom.Birmingham.Amanda E.Rossiter,United Kingdom.Birmingham.Eve.Laycock,United Kingdom.Birmingham.Simon.Legood,United Kingdom.Birmingham.Inderpreet.Kaur,United Kingdom.Birmingham.Matthew.Davies,United Kingdom.Wiltshire.Matthew.Wand,United Kingdom.Norwich.Mark A.Webber,United Kingdom.Colchester.Vassiliy N.Bavro,United Kingdom.Birmingham.Jessica M A.Blair"
40,2019,12,PLoS computational biology,Functional analysis of Rossmann-like domains reveals convergent evolution of topology and reaction pathways,"United States of America.Texas.Kirill E.Medvedev,United States of America.Texas.Lisa N.Kinch,United States of America.Texas.R Dustin.Schaeffer,United States of America.Texas.Nick V.Grishin"
41,2019,12,PLoS computational biology,A multi-state model of the CaMKII dodecamer suggests a role for calmodulin in maintenance of autophosphorylation,"United States of America.Indiana.Matthew C.Pharris,United States of America.Indiana.Neal M.Patel,United States of America.Indiana.Tyler G.VanDyk,United States of America.California.Thomas M.Bartol,United States of America.California.Terrence J.Sejnowski,United States of America.California.Mary B.Kennedy,United States of America.California.Melanie I.Stefan,United States of America.Indiana.Tamara L.Kinzer-Ursem"
42,2019,12,PLoS computational biology,Protons in small spaces: Discrete simulations of vesicle acidification,"United States of America.California.Apeksha.Singh,United States of America.California.Frank V.Marcoline,Denmark.Copenhagen.Salome.Veshaguri,United States of America.California.Aimee W.Kao,United States of America.Pennsylvania.Marcel.Bruchez,United States of America.Maryland.Joseph A.Mindell,Denmark.Copenhagen.Dimitrios.Stamou,United States of America.California.Michael.Grabe"
43,2019,12,PLoS computational biology,Overlap matrix completion for predicting drug-associated indications,"P.Hunan.Mengyun.Yang,P.Hunan.Huimin.Luo,United States of America.Virginia.Yaohang.Li,Canada.Saskatchewan.Fang-Xiang.Wu,P.Hunan.Jianxin.Wang"
44,2019,12,PLoS computational biology,Interkinetic nuclear movements promote apical expansion in pseudostratified epithelia at the expense of apicobasal elongation,"United Kingdom.London.Marina A.Ferreira,France.Université Paul Sabatier.Evangeline.Despin-Guitard,France.Université Paul Sabatier.Fernando.Duarte,United Kingdom.London.Pierre.Degond,France.Université Paul Sabatier.Eric.Theveneau"
45,2019,12,PLoS computational biology,Stochasticity of replication forks' speeds plays a key role in the dynamics of DNA replication,"United States of America.Texas.Razie.Yousefi,United States of America.Texas.Maga.Rowicka"
46,2019,12,PLoS genetics,"Use of >100,000 NHLBI Trans-Omics for Precision Medicine (TOPMed) Consortium whole genome sequences improves imputation quality and detection of rare variant associations in admixed African and Hispanic/Latino populations","United States of America.North Carolina.Madeline H.Kowalski,United States of America.North Carolina.Huijun.Qian,United States of America.Massachusetts.Ziyi.Hou,United States of America.North Carolina.Jonathan D.Rosen,United States of America.North Carolina.Amanda L.Tapia,United States of America.North Carolina.Yue.Shan,United States of America.Washington.Deepti.Jain,United States of America.Illinois.Maria.Argos,United States of America.Kentucky.Donna K.Arnett,United States of America.North Carolina.Christy.Avery,United States of America.Colorado.Kathleen C.Barnes,United States of America.Maryland.Lewis C.Becker,United States of America.Washington.Stephanie A.Bien,United States of America.Washington.Joshua C.Bis,United States of America.Texas.John.Blangero,United States of America.Texas.Eric.Boerwinkle,United States of America.North Carolina.Donald W.Bowden,United States of America.New Jersey.Steve.Buyske,United States of America.North Carolina.Jianwen.Cai,United States of America.Massachusetts.Michael H.Cho,United States of America.Massachusetts.Seung Hoan.Choi,United States of America.California.Hélène.Choquet,United States of America.Massachusetts.L Adrienne.Cupples,United States of America.Vermont.Mary.Cushman,United States of America.Colorado.Michelle.Daya,United States of America.Texas.Paul S.de Vries,United States of America.Massachusetts.Patrick T.Ellinor,United States of America.Maryland.Nauder.Faraday,United States of America.Texas.Myriam.Fornage,United States of America.Massachusetts.Stacey.Gabriel,United States of America.Michigan.Santhi K.Ganesh,United States of America.North Carolina.Misa.Graff,United States of America.Massachusetts.Namrata.Gupta,United States of America.Los Angeles.Jiang.He,United States of America.Washington.Susan R.Heckbert,United States of America.Alabama.Bertha.Hidalgo,United States of America.North Carolina.Chani J.Hodonsky,United States of America.Alabama.Marguerite R.Irvin,United States of America.Massachusetts.Andrew D.Johnson,United States of America.California.Eric.Jorgenson,United States of America.New York.Robert.Kaplan,United States of America.Michigan.Sharon L R.Kardia,United States of America.Los Angeles.Tanika N.Kelly,United States of America.Washington.Charles.Kooperberg,United States of America.Massachusetts.Jessica A.Lasky-Su,United States of America.New York.Ruth J F.Loos,United States of America.Massachusetts.Steven A.Lubitz,United States of America.Maryland.Rasika A.Mathias,United States of America.Washington.Caitlin P.McHugh,United States of America.Oklahoma.Courtney.Montgomery,United States of America.New York.Jee-Young.Moon,United States of America.Texas.Alanna C.Morrison,United States of America.North Carolina.Nicholette D.Palmer,United States of America.Minnesota.Nathan.Pankratz,United States of America.Maryland.George J.Papanicolaou,United States of America.Texas.Juan M.Peralta,United States of America.Michigan.Patricia A.Peyser,United States of America.Virginia.Stephen S.Rich,United States of America.California.Jerome I.Rotter,United States of America.Massachusetts.Edwin K.Silverman,United States of America.Michigan.Jennifer A.Smith,United States of America.Washington.Nicholas L.Smith,United States of America.California.Kent D.Taylor,United States of America.Washington.Timothy A.Thornton,United States of America.Alabama.Hemant K.Tiwari,United States of America.Vermont.Russell P.Tracy,United States of America.New York.Tao.Wang,United States of America.Massachusetts.Scott T.Weiss,United States of America.Massachusetts.Lu-Chen.Weng,United States of America.Washington.Kerri L.Wiggins,United States of America.Mississippi.James G.Wilson,United States of America.Maryland.Lisa R.Yanek,United States of America.Michigan.Sebastian.Zöllner,United States of America.North Carolina.Kari E.North,United States of America.Wisconsin.Paul L.Auer,None.None.None.None,None.None.None.None,United States of America.North Carolina.Laura M.Raffield,United States of America.Washington.Alexander P.Reiner,United States of America.North Carolina.Yun.Li"
47,2019,12,PLoS genetics,A GWAS approach identifies Dapp1 as a determinant of air pollution-induced airway hyperreactivity,"United States of America.California.Hadi.Maazi,United States of America.California.Jaana A.Hartiala,United States of America.California.Yuzo.Suzuki,United States of America.California.Amanda L.Crow,United States of America.California.Pedram.Shafiei Jahani,United States of America.California.Jonathan.Lam,United States of America.California.Nisheel.Patel,United States of America.California.Diamanda.Rigas,United States of America.California.Yi.Han,United States of America.California.Pin.Huang,United States of America.California.Eleazar.Eskin,United States of America.California.Aldons J.Lusis,United States of America.California.Frank D.Gilliland,United States of America.California.Omid.Akbari,United States of America.California.Hooman.Allayee"
48,2019,12,PLoS genetics,Characterization of Aspergillus nidulans TRAPPs uncovers unprecedented similarities between fungi and metazoans and reveals the modular assembly of TRAPPII,"Spain.Madrid.Mario.Pinar,Spain.Madrid.Ernesto.Arias-Palomo,Spain.Madrid.Vivian.de Los Ríos,United Kingdom.London.Herbert N.Arst,Spain.Madrid.Miguel A.Peñalva"
49,2019,12,PLoS genetics,Phosphatidylserine synthase regulates cellular homeostasis through distinct metabolic mechanisms,"China.Beijing.Xiao.Yang,China.Beijing.Jingjing.Liang,China.Beijing.Long.Ding,China.Beijing.Xia.Li,China.Ltd. Changzhou.Sin-Man.Lam,China.Beijing.Guanghou.Shui,China.Beijing.Mei.Ding,China.Beijing.Xun.Huang"
50,2019,12,PLoS genetics,Genetic determinants of genus-level glycan diversity in a bacterial protein glycosylation system,"Norway.Oslo.Chris.Hadjineophytou,Norway.Oslo.Jan Haug.Anonsen,Norway.Oslo.Nelson.Wang,United States of America.Massachusetts.Kevin C.Ma,Norway.Oslo.Raimonda.Viburiene,Norway.Oslo.Åshild.Vik,United Kingdom.Oxford.Odile B.Harrison,United Kingdom.Oxford.Martin C J.Maiden,United States of America.Massachusetts.Yonatan H.Grad,Norway.Oslo.Michael.Koomey"
51,2019,12,PLoS genetics,BLISTER-regulated vegetative growth is dependent on the protein kinase domain of ER stress modulator IRE1A in Arabidopsis thaliana,"China.Shanghai.Zheng-Hui.Hong,China.Hangzhou.Tao.Qing,Germany.Düsseldorf.Daniel.Schubert,Germany.Düsseldorf.Julia Anna.Kleinmanns,China.Shanghai.Jian-Xiang.Liu"
52,2019,12,PLoS medicine,Association of body mass index and cardiotoxicity related to anthracyclines and trastuzumab in early breast cancer: French CANTO cohort study,"France.Villejuif.Elisé G.Kaboré,France.Dijon.Charles.Guenancia,France.Villejuif.Ines.Vaz-Luis,France.Villejuif.Antonio.Di Meglio,France.Villejuif.Barbara.Pistilli,France.Dijon.Charles.Coutant,France.Paris.Paul.Cottu,France.Vandoeuvre les Nancy.Anne.Lesur,France.Strasbourg.Thierry.Petit,France.Toulouse.Florence.Dalenc,France.Montpellier.Philippe.Rouanet,France.Avignon.Antoine.Arnaud,France.Blois.Olivier.Arsene,France.Orléans.Mahmoud.Ibrahim,France.Paris.Johanna.Wassermann,France.Dijon.Geneviève.Boileau-Jolimoy,France.Paris.Anne-Laure.Martin,France.Paris.Jérôme.Lemonnier,France.Villejuif.Fabrice.André,France.Villejuif.Patrick.Arveux"
