,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
43,43,2020,3,Nature biomedical engineering,In situ characterization of nanoscale strains in loaded whole joints via synchrotron X-ray tomography,"Kamel.Madi.None.None,Katherine A.Staines.None.None,Brian K.Bay.None.None,Behzad.Javaheri.None.None,Hua.Geng.None.None,Andrew J.Bodey.None.None,Sarah.Cartmell.None.None,Andrew A.Pitsillides.None.None,Peter D.Lee.None.None"
44,44,2020,3,Nature biomedical engineering,PET imaging of occult tumours by temporal integration of tumour-acidosis signals from pH-sensitive <sup>64</sup>Cu-labelled polymers,"Gang.Huang.None.None,Tian.Zhao.None.None,Chensu.Wang.None.None,Kien.Nham.None.None,Yahong.Xiong.None.None,Xiaofei.Gao.None.None,Yihui.Wang.None.None,Guiyang.Hao.None.None,WooPing.Ge.None.None,Xiankai.Sun.None.None,Baran D.Sumer.None.None,Jinming.Gao.None.None"
45,45,2020,3,Nature biotechnology,Label-free metabolic imaging by mid-infrared optoacoustic microscopy in living cells,"Miguel A.Pleitez.None.None,Asrar Ali.Khan.None.None,Alice.Sold.None.None,Andriy.Chmyrov.None.None,Josefine.Reber.None.None,Francesca.Gasparin.None.None,Markus R.Seeger.None.None,Benedikt.Schtz.None.None,Stephan.Herzig.None.None,Marcel.Scheideler.None.None,Vasilis.Ntziachristos.None.None"
46,46,2020,3,Nature biotechnology,Single-cell analysis of structural variations and complex rearrangements with tri-channel processing,"Ashley D.Sanders.None.None,Sascha.Meiers.None.None,Maryam.Ghareghani.Germany.Saarbrücken,David.Porubsky.Germany.Saarbrücken,Hyobin.Jeong.None.None,M Alexandra C C.van Vliet.None.None,Tobias.Rausch.None.None,Paulina.RichterPechaska.None.None,Joachim B.Kunz.None.None,Silvia.Jenni.None.None,Davide.Bolognini.None.None,Gabriel M C.Longo.None.None,Benjamin.Raeder.None.None,Venla.Kinanen.None.None,Jrgen.Zimmermann.None.None,Vladimir.Benes.None.None,Martin.Schrappe.Germany.Kiel,Balca R.Mardin.None.None,Andreas E.Kulozik.None.None,Beat.Bornhauser.None.None,JeanPierre.Bourquin.None.None,Tobias.Marschall.Germany.Saarbrücken,Jan O.Korbel.None.None"
47,47,2020,3,Nature biotechnology,The functional landscape of the human phosphoproteome,"David.Ochoa.Australia.Cambridge,Andrew F.Jarnuczak.Australia.Cambridge,Cristina.Viitez.Australia.Cambridge,Maja.Gehre.None.None,Margaret.Soucheray.None.None,Andr.Mateus.None.None,Askar A.Kleefeldt.None.None,Anthony.Hill.None.None,Luz.GarciaAlonso.Australia.Cambridge,Frank.Stein.None.None,Nevan J.Krogan.None.None,Mikhail M.Savitski.None.None,Danielle L.Swaney.None.None,Juan A.Vizcano.Australia.Cambridge,KyungMin.Noh.None.None,Pedro.Beltrao.Australia.Cambridge"
48,48,2020,3,Nature chemical biology,Allosteric mechanism for site-specific ubiquitination of FANCD2,"Viduth K.Chaugule.None.None,Connor.Arkinson.None.None,Martin L.Rennie.None.None,Outi.Kmrinen.None.None,Rachel.Toth.None.None,Helen.Walden.None.None"
49,49,2020,3,Nature chemical biology,Dynamics of the context-specific translation arrest by chloramphenicol and linezolid,"Junhong.Choi.None.None,James.Marks.None.None,Jingji.Zhang.None.None,DongHua.Chen.None.None,Jinfan.Wang.None.None,Nora.VzquezLaslop.None.None,Alexander S.Mankin.None.None,Joseph D.Puglisi.None.None"
50,50,2020,3,Nature chemical biology,Guided nuclear exploration increases CTCF target search efficiency,"Anders S.Hansen.Australia.Berkeley,Assaf.Amitai.Australia.Cambridge,Claudia.Cattoglio.Australia.Berkeley,Robert.Tjian.Australia.Berkeley,Xavier.Darzacq.Australia.Berkeley"
51,51,2020,3,Nature human behaviour,Economic status cues from clothes affect perceived competence from faces,"DongWon.Oh.None.None,Eldar.Shafir.None.None,Alexander.Todorov.None.None"
52,52,2020,3,Nature human behaviour,The cultural foundations of modern democracies,"Damian J.Ruck.None.None,Luke J.Matthews.None.None,Thanos.Kyritsis.None.None,Quentin D.Atkinson.None.None,R Alexander.Bentley.None.None"
53,53,2020,3,Nature human behaviour,Inaccurate group meta-perceptions drive negative out-group attributions in competitive contexts,"Jeffrey.Lees.None.None,Mina.Cikara.Australia.Cambridge"
54,54,2020,3,Nature materials,Nanoscale percolation in doped BaZrO<sub>3</sub> for high proton mobility,"Fabian M.Draber.Germany.Aachen,Christiane.Ader.Germany.Aachen,John P.Arnold.Germany.Aachen,Sebastian.Eisele.Germany.Aachen,Steffen.Grieshammer.Germany.Aachen,Shu.Yamaguchi.Japan.Tokyo,Manfred.Martin.Germany.Aachen"
55,55,2020,3,Nature materials,Dimensionally and environmentally ultra-stable polymer composites reinforced with carbon fibres,"J V.Anguita.Australia.Guildford,C T G.Smith.Australia.Guildford,T.Stute.None.None,M.Funke.None.None,M.Delkowski.Australia.Guildford,S R P.Silva.Australia.Guildford"
56,56,2020,3,Nature materials,Engineering stable electrocatalysts by synergistic stabilization between carbide cores and Pt shells,"Daniel.Ghl.Germany.Düsseldorf,Aaron.Garg.Australia.Cambridge,Paul.Paciok.Germany.Ernst,Karl J J.Mayrhofer.Germany.Düsseldorf,Marc.Heggen.Germany.Ernst,Yang.ShaoHorn.Australia.Cambridge,Rafal E.DuninBorkowski.Germany.Ernst,Yuriy.RomnLeshkov.Australia.Cambridge,Marc.Ledendecker.Germany.Düsseldorf"
57,57,2020,3,Nature materials,Taxanes convert regions of perturbed microtubule growth into rescue sites,"Ankit.Rai.Netherlands.Utrecht,Tianyang.Liu.None.None,Simon.Glauser.Switzerland.Zurich,Eugene A.Katrukha.Netherlands.Utrecht,Juan.EstvezGallego.Spain.Madrid,Ruddi.RodrguezGarca.Netherlands.Utrecht,WeiShuo.Fang.China.Beijing,J Fernando.Daz.Spain.Madrid,Michel O.Steinmetz.Switzerland.Villigen,KarlHeinz.Altmann.Switzerland.Zurich,Lukas C.Kapitein.Netherlands.Utrecht,Carolyn A.Moores.None.None,Anna.Akhmanova.Netherlands.Utrecht"
58,58,2020,3,Nature materials,Zirconium nitride catalysts surpass platinum for oxygen reduction,"Yao.Yuan.China.Ningbo,Jiacheng.Wang.China.Shanghai,Samira.Adimi.China.Ningbo,Hangjia.Shen.China.Ningbo,Tiju.Thomas.India.Chennai,Ruguang.Ma.China.Shanghai,J Paul.Attfield.None.None,Minghui.Yang.China.Ningbo"
59,59,2020,3,Nature materials,Ultrasoft slip-mediated bending in few-layer graphene,"Edmund.Han.None.None,Jaehyung.Yu.None.None,Emil.Annevelink.None.None,Jangyup.Son.None.None,Dongyun A.Kang.None.None,Kenji.Watanabe.Japan.Tsukuba,Takashi.Taniguchi.Japan.Tsukuba,Elif.Ertekin.None.None,Pinshane Y.Huang.None.None,Arend M.van der Zande.None.None"
60,60,2020,3,Nature microbiology,Rapid MinION profiling of preterm microbiota and antimicrobial-resistant pathogens,"Richard M.Leggett.None.None,Cristina.AlconGiner.None.None,Darren.Heavens.None.None,Shabhonam.Caim.None.None,Thomas C.Brook.None.None,Magdalena.Kujawska.None.None,Samuel.Martin.None.None,Ned.Peel.None.None,Holly.AcfordPalmer.None.None,Lesley.Hoyles.None.None,Paul.Clarke.None.None,Lindsay J.Hall.None.None,Matthew D.Clark.None.None"
61,61,2020,3,Nature reviews. Cardiology,NADPH oxidases and oxidase crosstalk in cardiovascular diseases: novel therapeutic targets,"Yixuan.Zhang.Brazil.California,Priya.Murugesan.Brazil.California,Kai.Huang.Brazil.California,Hua.Cai.Brazil.California"
62,62,2020,3,Nature reviews. Cardiology,Genetics of rheumatic fever and rheumatic heart disease,"Babu.Muhamed.None.None,Tom.Parks.None.None,Karen.Sliwa.None.None"
63,63,2020,3,Nature reviews. Cardiology,Saphenous vein grafts in contemporary coronary artery bypass graft surgery,"Etem.Caliskan.Germany.Berlin,Domingos Ramos.de Souza.Sweden.Örebro,Andreas.Bning.Netherlands.Giessen,Oliver J.Liakopoulos.Germany.Cologne,YeongHoon.Choi.Germany.Cologne,John.Pepper.None.None,C Michael.Gibson.None.None,Louis P.Perrault.Spain.Canada,Randall K.Wolf.None.None,KiBong.Kim.None.None,Maximilian Y.Emmert.Germany.Berlin"
64,64,2020,3,Nature reviews. Cardiology,Clonal haematopoiesis: connecting ageing and inflammation in cardiovascular disease,"Siddhartha.Jaiswal.None.None,Peter.Libby.None.None"
65,65,2020,3,Nature reviews. Clinical oncology,Engineering strategies to overcome the current roadblocks in CAR T cell therapy,"Sarwish.Rafiq.None.None,Christopher S.Hackett.None.None,Renier J.Brentjens.None.None"
66,66,2020,3,Nature reviews. Clinical oncology,Cytoreductive treatment strategies for de novo metastatic prostate cancer,"Martin J.Connor.None.None,Taimur T.Shah.None.None,Gail.Horan.Australia.Cambridge,Charlotte L.Bevan.None.None,Mathias.Winkler.None.None,Hashim U.Ahmed.None.None"
67,67,2020,3,Nature reviews. Clinical oncology,A systems approach to clinical oncology uses deep phenotyping to deliver personalized care,"James T.Yurkovich.None.None,Qiang.Tian.None.None,Nathan D.Price.None.None,Leroy.Hood.None.None"
68,68,2020,3,Nature reviews. Drug discovery,Translating gammadelta (γδ) T cells and their receptors into cancer cell therapies,"Zsolt.Sebestyen.Netherlands.Utrecht,Immo.Prinz.None.None,Julie.DchanetMerville.France.Bordeaux,Bruno.SilvaSantos.Portugal.Portugal,Jurgen.Kuball.Netherlands.Utrecht"
69,69,2020,3,Nature reviews. Endocrinology,"The effects of growth hormone on adipose tissue: old observations, new mechanisms","John J.Kopchick.Greece.Athens,Darlene E.Berryman.Greece.Athens,Vishwajeet.Puri.Greece.Athens,Kevin Y.Lee.Greece.Athens,Jens O L.Jorgensen.Australia.Denmark"
70,70,2020,3,Nature reviews. Gastroenterology & hepatology,Tumour evolution in hepatocellular carcinoma,"Amanda J.Craig.None.None,Johann.von Felden.None.None,Teresa.GarciaLezana.None.None,Samantha.Sarcognato.None.None,Augusto.Villanueva.None.None"
71,71,2020,3,Nature reviews. Genetics,Overcoming challenges and dogmas to understand the functions of pseudogenes,"Seth W.Cheetham.None.None,Geoffrey J.Faulkner.None.None,Marcel E.Dinger.Australia.Sydney"
72,72,2020,3,Nature reviews. Genetics,Cell-free gene expression: an expanded repertoire of applications,"Adam D.Silverman.None.None,Ashty S.Karim.None.None,Michael C.Jewett.None.None"
73,73,2020,3,Nature reviews. Genetics,Structural variation in the sequencing era,"Steve S.Ho.None.None,Alexander E.Urban.None.None,Ryan E.Mills.None.None"
74,74,2020,3,Nature reviews. Immunology,T<sub>reg</sub> cell-based therapies: challenges and perspectives,"Caroline.Raffin.Brazil.California,Linda T.Vo.Brazil.California,Jeffrey A.Bluestone.Brazil.California"
75,75,2020,3,Nature reviews. Immunology,Simulation modelling for immunologists,"Andreas.Handel.Greece.Athens,Nicole L.La Gruta.Seychelles.Victoria,Paul G.Thomas.None.None"
76,76,2020,3,Nature reviews. Immunology,Do haematopoietic stem cells age,"Kenneth.Dorshkind.None.None,Thomas.Hfer.None.None,Encarnacion.MontecinoRodriguez.None.None,Peter D.Pioli.None.None,HansReimer.Rodewald.None.None"
77,77,2020,3,Nature reviews. Immunology,"The gasdermins, a protein family executing cell death and inflammation","Petr.Broz.Switzerland.Lausanne,Pablo.Pelegrn.Spain.Murcia,Feng.Shao.China.Beijing"
78,78,2020,3,Nature reviews. Immunology,TIM3 comes of age as an inhibitory receptor,"Yochai.Wolf.None.None,Ana C.Anderson.None.None,Vijay K.Kuchroo.None.None"
79,79,2020,3,Nature reviews. Microbiology,Porins and small-molecule translocation across the outer membrane of Gram-negative bacteria,"Julia.Vergalli.France.Marseille,Igor V.Bodrenko.Italy.Cagliari,Muriel.Masi.France.Marseille,Lucile.Moyni.None.None,Silvia.AcostaGutirrez.Italy.Cagliari,James H.Naismith.None.None,Anne.DavinRegli.France.Marseille,Matteo.Ceccarelli.Italy.Cagliari,Bert.van den Berg.None.None,Mathias.Winterhalter.Germany.Bremen,JeanMarie.Pags.France.Marseille"
80,80,2020,3,Nature reviews. Microbiology,Bacterial siderophores in community and host interactions,"Jos.Kramer.Switzerland.Zurich,zhan.zkaya.Switzerland.Zurich,Rolf.Kmmerli.Switzerland.Zurich"
81,81,2020,3,Nature reviews. Nephrology,Reappraising the spectrum of AKI and hepatorenal syndrome in patients with cirrhosis,"Juan Carlos Q.Velez.None.None,George.Therapondos.None.None,Luis A.Juncos.None.None"
