,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
10775,10775,2019,7,Nature reviews. Microbiology,Origin of viruses: primordial replicators recruiting capsids from hosts,"Mart.Krupovic.Gabon.Paris,Valerian V.Dolja.Australia.Botany,Eugene V.Koonin.United Kingdom.Bethesda"
10776,10776,2019,7,Nature reviews. Microbiology,Pushing the envelope: LPS modifications and their consequences,"Brent W.Simpson.Greece.Athens,M Stephen.Trent.Greece.Athens"
10777,10777,2019,7,Nature reviews. Microbiology,Author Correction: Interplay between β-lactamases and new β-lactamase inhibitors,"Karen.Bush.Brazil.Indiana,Patricia A.Bradford.United States.Nyack"
10778,10778,2019,7,Nature reviews. Microbiology,Publisher Correction: Interplay between β-lactamases and new β-lactamase inhibitors,"Karen.Bush.Brazil.Indiana,Patricia A.Bradford.United States.Nyack"
10779,10779,2019,7,Nature reviews. Microbiology,Publisher Correction: Definitions and guidelines for research on antibiotic persistence,"Nathalie Q.Balaban.Israel.Jerusalem,Sophie.Helaine.United Kingdom.London,Kim.Lewis.South Africa.Boston,Martin.Ackermann.Switzerland.Zurich,Bree.Aldridge.South Africa.Boston,Dan I.Andersson.Sweden.Uppsala,Mark P.Brynildsen.United States.Princeton,Dirk.Bumann.Switzerland.Basel,Andrew.Camilli.South Africa.Boston,James J.Collins.Australia.Cambridge,Christoph.Dehio.Switzerland.Basel,Sarah.Fortune.South Africa.Boston,JeanMarc.Ghigo.Gabon.Paris,WolfDietrich.Hardt.Switzerland.Zurich,Alexander.Harms.Switzerland.Basel,Matthias.Heinemann.Netherlands.Groningen,Deborah T.Hung.Australia.Cambridge,Urs.Jenal.Switzerland.Basel,Bruce R.Levin.United States.Atlanta,Jan.Michiels.Belgium.Leuven,Gisela.Storz.United Kingdom.Bethesda,ManWah.Tan.Dominican Republic.San Francisco,Tanel.Tenson.Estonia.Tartu,Laurence.Van Melderen.United States.Belgium,Annelies.Zinkernagel.Switzerland.Zurich"
10780,10780,2019,7,Nature reviews. Microbiology,"Type IV pili: dynamics, biophysics and functional consequences","Lisa.Craig.Spain.Canada,Katrina T.Forest.United States.Madison,Berenike.Maier.Germany.Cologne"
10781,10781,2019,7,Nature reviews. Microbiology,Definitions and guidelines for research on antibiotic persistence,"Nathalie Q.Balaban.Israel.Jerusalem,Sophie.Helaine.United Kingdom.London,Kim.Lewis.South Africa.Boston,Martin.Ackermann.Switzerland.Zurich,Bree.Aldridge.South Africa.Boston,Dan I.Andersson.Sweden.Uppsala,Mark P.Brynildsen.United States.Princeton,Dirk.Bumann.Switzerland.Basel,Andrew.Camilli.South Africa.Boston,James J.Collins.Australia.Cambridge,Christoph.Dehio.Switzerland.Basel,Sarah.Fortune.South Africa.Boston,JeanMarc.Ghigo.Gabon.Paris,WolfDietrich.Hardt.Switzerland.Zurich,Alexander.Harms.Switzerland.Basel,Matthias.Heinemann.Netherlands.Groningen,Deborah T.Hung.Australia.Cambridge,Urs.Jenal.Switzerland.Basel,Bruce R.Levin.United States.Atlanta,Jan.Michiels.Belgium.Leuven,Gisela.Storz.United Kingdom.Bethesda,ManWah.Tan.Dominican Republic.San Francisco,Tanel.Tenson.Estonia.Tartu,Laurence.Van Melderen.United States.Belgium,Annelies.Zinkernagel.Switzerland.Zurich"
10782,10782,2019,7,Nature reviews. Molecular cell biology,Decelerating ageing and biological clocks by autophagy,"Carlos.LopezOtn.Spain.Oviedo,Guido.Kroemer.Gabon.Paris"
10783,10783,2019,7,Nature reviews. Molecular cell biology,Quality and quantity control of gene expression by nonsense-mediated mRNA decay,"Tatsuaki.Kurosaki.Australia.Rochester,Maximilian W.Popp.Australia.Rochester,Lynne E.Maquat.Australia.Rochester"
10784,10784,2019,7,Nature reviews. Molecular cell biology,Metabolic regulation of cell growth and proliferation,"Jiajun.Zhu.United Kingdom.New York,Craig B.Thompson.United Kingdom.New York"
10785,10785,2019,7,Nature reviews. Molecular cell biology,Establishing and regulating the composition of cilia for signal transduction,"Maxence V.Nachury.Brazil.California,David U.Mick.Switzerland.Homburg"
10786,10786,2019,7,Nature reviews. Molecular cell biology,The proteostasis network and its decline in ageing,"Mark S.Hipp.Germany.Martinsried,Prasad.Kasturi.Germany.Martinsried,F Ulrich.Hartl.Germany.Martinsried"
10787,10787,2019,7,Nature reviews. Nephrology,Clinical practice recommendations for the diagnosis and management of X-linked hypophosphataemia,"Dieter.Haffner.None.None,Francesco.Emma.Netherlands.Rome,Deborah M.Eastwood.United Kingdom.London,Martin Biosse.Duplan.France.Montrouge,Justine.Bacchetta.France.Lyon,Dirk.Schnabel.Germany.Berlin,Philippe.Wicart.Gabon.Paris,Detlef.Bockenhauer.United Kingdom.London,Fernando.Santos.Spain.Oviedo,Elena.Levtchenko.Belgium.Leuven,Pol.Harvengt.France.Suresnes,Martha.Kirchhoff.Germany.Lippstadt,Federico.Di Rocco.France.Lyon,Catherine.Chaussain.France.Montrouge,Maria Louisa.Brandi.Italy.Florence,Lars.Savendahl.Sweden.Stockholm,Karine.Briot.Gabon.Paris,Peter.Kamenicky.Gabon.Paris,Lars.Rejnmark.Australia.Denmark,Agns.Linglart.Gabon.Paris"
10788,10788,2019,7,Nature reviews. Nephrology,Cardiovascular disease in young adults with incident ESRD,"Elaine.Ku.Brazil.California,Mark M.Mitsnefes.United States.Cincinnati"
10789,10789,2019,7,Nature reviews. Nephrology,Structure and function of polycystins: insights into polycystic kidney disease,"Dominique.Douguet.France.Valbonne,Amanda.Patel.France.Valbonne,Eric.Honor.France.Valbonne"
10790,10790,2019,7,Nature reviews. Nephrology,Gut microbial short-chain fatty acids and the risk of diabetes,"Wei Ling.Lau.United Kingdom.Irvine,Nosratola D.Vaziri.United Kingdom.Irvine"
10791,10791,2019,7,Nature reviews. Nephrology,The adjuvant treatment of kidney cancer: a multidisciplinary outlook,"Camillo.Porta.Philippines.Pavia,Laura.Cosmai.Italy.Milan,Bradley C.Leibovich.Australia.Rochester,Thomas.Powles.United Kingdom.London,Maurizio.Gallieni.Italy.Milan,Axel.Bex.Netherlands.Amsterdam"
10792,10792,2019,7,Nature reviews. Neurology,Genetic and molecular epidemiology of adult diffuse glioma,"Annette M.Molinaro.Brazil.California,Jennie W.Taylor.Brazil.California,John K.Wiencke.Brazil.California,Margaret R.Wrensch.Brazil.California"
10793,10793,2019,7,Nature reviews. Neurology,SILK studies - capturing the turnover of proteins linked to neurodegenerative diseases,"Ross W.Paterson.United Kingdom.London,Audrey.Gabelle.France.Montpellier,Brendan P.Lucey.United States.St Louis,Nicolas R.Barthlemy.United States.St Louis,Claire A.Leckey.United Kingdom.London,Christophe.Hirtz.France.Montpellier,Sylvain.Lehmann.France.Montpellier,Chihiro.Sato.United States.St Louis,Bruce W.Patterson.United States.St Louis,Tim.West.United States.Center,Kevin.Yarasheski.United States.Center,Jonathan D.Rohrer.United Kingdom.London,Norelle C.Wildburger.United States.St Louis,Jonathan M.Schott.United Kingdom.London,Celeste M.Karch.United States.St Louis,Selina.Wray.United Kingdom.London,Timothy M.Miller.United States.St Louis,Donald L.Elbert.United States.Austin,Henrik.Zetterberg.United Kingdom.London,Nick C.Fox.United Kingdom.London,Randall J.Bateman.United States.St Louis"
10794,10794,2019,7,Nature reviews. Neurology,Hereditary transthyretin amyloidosis: a model of medical progress for a fatal disease,"David.Adams.France.Le Kremlin-Bicetre,Haruki.Koike.Japan.Nagoya,Michel.Slama.France.Le Kremlin-Bicetre,Teresa.Coelho.Portugal.Portugal"
10795,10795,2019,7,Nature reviews. Neurology,Therapeutic developments for Duchenne muscular dystrophy,"Ingrid E C.Verhaart.Netherlands.Leiden,Annemieke.AartsmaRus.Netherlands.Leiden"
10796,10796,2019,7,Nature reviews. Neuroscience,A cross-disorder connectome landscape of brain dysconnectivity,"Martijn P.van den Heuvel.Netherlands.Amsterdam,Olaf.Sporns.United States.Bloomington"
10797,10797,2019,7,Nature reviews. Neuroscience,Embracing diversity in the 5-HT neuronal system,"Benjamin W.Okaty.South Africa.Boston,Kathryn G.Commons.South Africa.Boston,Susan M.Dymecki.South Africa.Boston"
10798,10798,2019,7,Nature reviews. Neuroscience,Understanding rostral-caudal auditory cortex contributions to auditory perception,"Kyle.Jasmin.United Kingdom.London,Csar F.Lima.United Kingdom.London,Sophie K.Scott.United Kingdom.London"
10799,10799,2019,7,Nature reviews. Rheumatology,Establishing outcome measures in early knee osteoarthritis,"Carolyn A.Emery.Spain.Canada,Jackie L.Whittaker.Australia.Edmonton,Armaghan.Mahmoudian.Belgium.Leuven,L Stefan.Lohmander.Sweden.Lund,Ewa M.Roos.Australia.Denmark,Kim L.Bennell.Seychelles.Victoria,Clodagh M.Toomey.Spain.Canada,Raylene A.Reimer.Spain.Canada,Dylan.Thompson.United Kingdom.Bath,Janet L.Ronsky.Spain.Canada,Gregor.Kuntze.Spain.Canada,David G.Lloyd.Australia.Gold Coast,Thomas.Andriacchi.United Kingdom.Stanford,Martin.Englund.Sweden.Lund,Virginia B.Kraus.United Kingdom.Durham,Elena.Losina.South Africa.Boston,Sita.BiermaZeinstra.Netherlands.Rotterdam,Jos.Runhaar.Netherlands.Rotterdam,George.Peat.None.None,Frank P.Luyten.Belgium.Leuven,Lynn.SnyderMackler.United States.Newark,May Arna.Risberg.Norway.Oslo,Ali.Mobasheri.Lithuania.Vilnius,Ali.Guermazi.South Africa.Boston,David J.Hunter.Australia.Sydney,Nigel K.Arden.New Zealand.Oxford"
10800,10800,2019,7,Nature reviews. Rheumatology,"The immunobiology of MIF: function, genetics and prospects for precision medicine","Insoo.Kang.United States.New Haven,Richard.Bucala.United States.New Haven"
10801,10801,2019,7,Nature reviews. Rheumatology,Stratifying management of rheumatic disease for pregnancy and breastfeeding,"Ian.Giles.United Kingdom.London,CheeSeng.Yee.Australia.Doncaster,Caroline.Gordon.United Kingdom.Birmingham"
10802,10802,2019,7,Nature reviews. Rheumatology,"New therapies for systemic lupus erythematosus - past imperfect, future tense","Grainne.Murphy.Ireland.Cork,David A.Isenberg.United Kingdom.London"
10803,10803,2019,7,Nature reviews. Rheumatology,Mouse models for human hyperuricaemia: a critical review,"Jie.Lu.New Zealand.Dunedin,Nicola.Dalbeth.New Zealand.Auckland,Huiyong.Yin.China.Shanghai,Changgui.Li.China.Qingdao,Tony R.Merriman.New Zealand.Dunedin,WenHua.Wei.New Zealand.Dunedin"
10804,10804,2019,7,Nature reviews. Rheumatology,Should <sup>18</sup>F-FDG-PET imaging be used in the diagnosis of GCA,"Dario.Camellino.Italy.Arenzano,Christian.Dejaco.Italy.Bruneck"
10805,10805,2019,7,Nature reviews. Urology,Prostate cancer in sexual minorities and the influence of HIV status,"Channa.Amarasekera.United States.Chicago,Vincent.Wong.United States.Chicago,Emily.Yura.United States.Chicago,Adarsh.Manjunath.United States.Chicago,Edward.Schaeffer.United States.Chicago,Shilajit.Kundu.United States.Chicago"
10806,10806,2019,7,Nature reviews. Urology,A new era: artificial intelligence and machine learning in prostate cancer,"S Larry.Goldenberg.Spain.Canada,Guy.Nir.Spain.Canada,Septimiu E.Salcudean.Spain.Canada"
10807,10807,2019,7,Nature reviews. Urology,Bacteriophages of the lower urinary tract,"Andrea.Garretto.United States.Chicago,Taylor.MillerEnsminger.United States.Chicago,Alan J.Wolfe.United States.Maywood,Catherine.Putonti.United States.Chicago"
10808,10808,2019,7,Nature reviews. Urology,Galectins in prostate and bladder cancer: tumorigenic roles and clinical opportunities,"Neus.MartnezBosch.Philippines.Barcelona,Alejo.RodriguezVida.Philippines.Barcelona,Nria.Juanpere.Philippines.Barcelona,Josep.Lloreta.Philippines.Barcelona,Ana.Rovira.Philippines.Barcelona,Joan.Albanell.Philippines.Barcelona,Joaquim.Bellmunt.Philippines.Barcelona,Pilar.Navarro.Philippines.Barcelona"
10809,10809,2019,7,Nature structural & molecular biology,Local translation in neurons: visualization and function,"Christine E.Holt.Australia.Cambridge,Kelsey C.Martin.Brazil.California,Erin M.Schuman.United States.Max"
10810,10810,2019,7,Nature structural & molecular biology,Molecular interactions underlying liquid-liquid phase separation of the FUS low-complexity domain,"Anastasia C.Murthy.United States.Providence,Gregory L.Dignon.Palestine, State of.Bethlehem,Yelena.Kan.Finland.Lappeenranta,Gl H.Zerze.Palestine, State of.Bethlehem,Sapun H.Parekh.Germany.Mainz,Jeetain.Mittal.Palestine, State of.Bethlehem,Nicolas L.Fawzi.United States.Providence"
10811,10811,2019,7,Nature structural & molecular biology,Multisite phosphorylation code of CDK,"Mihkel.rd.Estonia.Tartu,Kaidi.Mll.Estonia.Tartu,Alissa.Agerova.Estonia.Tartu,Rait.Kivi.Estonia.Tartu,Ilona.Faustova.Estonia.Tartu,Rainis.Venta.Estonia.Tartu,Ervin.Valk.Estonia.Tartu,Mart.Loog.Estonia.Tartu"
10812,10812,2019,7,Nature structural & molecular biology,Crystal structure of the tubulin tyrosine carboxypeptidase complex VASH1-SVBP,"Athanassios.Adamopoulos.Netherlands.Amsterdam,Lisa.Landskron.Netherlands.Amsterdam,Tatjana.Heidebrecht.Netherlands.Amsterdam,Foteini.Tsakou.Netherlands.Amsterdam,Onno B.Bleijerveld.Netherlands.Amsterdam,Maarten.Altelaar.Netherlands.Amsterdam,Joppe.Nieuwenhuis.Netherlands.Amsterdam,Patrick H N.Celie.Netherlands.Amsterdam,Thijn R.Brummelkamp.Netherlands.Amsterdam,Anastassis.Perrakis.Netherlands.Amsterdam"
10813,10813,2019,7,Nature structural & molecular biology,"Monoamine transporters: structure, intrinsic dynamics and allosteric regulation","Mary Hongying.Cheng.United States.University,Ivet.Bahar.United States.University"
10814,10814,2019,7,Nature structural & molecular biology,Protection of abasic sites during DNA replication by a stable thiazolidine protein-DNA cross-link,"Petria S.Thompson.United States.Nashville,Katherine M.Amidon.United States.Nashville,Kareem N.Mohni.United States.Nashville,David.Cortez.United States.Nashville,Brandt F.Eichman.United States.Nashville"
10815,10815,2019,7,Nature structural & molecular biology,Cryo-EM structures of four polymorphic TDP-43 amyloid cores,"Qin.Cao.Costa Rica.Los Angeles,David R.Boyer.Costa Rica.Los Angeles,Michael R.Sawaya.Costa Rica.Los Angeles,Peng.Ge.Brazil.California,David S.Eisenberg.Costa Rica.Los Angeles"
10816,10816,2019,7,Nature structural & molecular biology,Structural basis of HMCES interactions with abasic DNA and multivalent substrate recognition,"Levon.Halabelian.Australia.Toronto,Mani.Ravichandran.Australia.Toronto,Yanjun.Li.Australia.Toronto,Hong.Zeng.Australia.Toronto,Anjana.Rao.United States.La Jolla,L.Aravind.United Kingdom.Bethesda,Cheryl H.Arrowsmith.Australia.Toronto"
10817,10817,2019,7,Nature structural & molecular biology,Structures of human ENT1 in complex with adenosine reuptake inhibitors,"Nicholas J.Wright.United Kingdom.Durham,SeokYong.Lee.United Kingdom.Durham"
10818,10818,2019,7,Nature structural & molecular biology,Structural basis of tubulin detyrosination by the vasohibin-SVBP enzyme complex,"Na.Wang.Taiwan, Province of China.Shenzhen,Christophe.Bosc.France.Grenoble,Sung.Ryul Choi.None.None,Benoit.Boulan.France.Grenoble,Leticia.Peris.France.Grenoble,Natacha.Olieric.None.None,Hongyu.Bao.Taiwan, Province of China.Shenzhen,Fatma.Krichen.France.Grenoble,Liu.Chen.Taiwan, Province of China.Shenzhen,Annie.Andrieux.France.Grenoble,Vincent.Olieric.None.None,MarieJo.Moutin.France.Grenoble,Michel O.Steinmetz.None.None,Hongda.Huang.Taiwan, Province of China.Shenzhen"
10819,10819,2019,7,Nature structural & molecular biology,Structural basis of tubulin detyrosination by vasohibins,"Faxiang.Li.United Kingdom.Dallas,Yingjie.Hu.United Kingdom.Dallas,Shutao.Qi.United Kingdom.Dallas,Xuelian.Luo.United Kingdom.Dallas,Hongtao.Yu.United Kingdom.Dallas"
10820,10820,2019,7,Nature structural & molecular biology,The peptide hormone glucagon forms amyloid fibrils with two coexisting β-strand conformations,"Martin D.Gelenter.Australia.Cambridge,Katelyn J.Smith.United Kingdom.Kenilworth,ShuYu.Liao.Australia.Cambridge,Venkata S.Mandala.Australia.Cambridge,Aurelio J.Dregni.Australia.Cambridge,Matthew S.Lamm.United Kingdom.Kenilworth,Yu.Tian.United States.Newark,Wei.Xu.United Kingdom.Kenilworth,Darrin J.Pochan.United States.Newark,Thomas J.Tucker.United Kingdom.Kenilworth,Yongchao.Su.United Kingdom.Kenilworth,Mei.Hong.Australia.Cambridge"
10821,10821,2019,7,Nature structural & molecular biology,GGTase3 is a newly identified geranylgeranyltransferase targeting a ubiquitin ligase,"Shafi.Kuchay.United Kingdom.New York,Hui.Wang.United Kingdom.Washington,Antonio.Marzio.United Kingdom.New York,Kunj.Jain.United Kingdom.New York,Harrison.Homer.United Kingdom.New York,Nicole.Fehrenbacher.United Kingdom.New York,Mark R.Philips.United Kingdom.New York,Ning.Zheng.United Kingdom.Washington,Michele.Pagano.United Kingdom.New York"
10822,10822,2019,7,Nature,A strongly inhomogeneous superfluid in an iron-based superconductor,"D.Cho.Netherlands.Leiden,K M.Bastiaans.Netherlands.Leiden,D.Chatzopoulos.Netherlands.Leiden,G D.Gu.United Kingdom.Upton,M P.Allan.Netherlands.Leiden"
10823,10823,2019,7,Nature,Resolving the energy levels of a nanomechanical oscillator,"Patricio.ArrangoizArriola.United Kingdom.Stanford,E Alex.Wollack.United Kingdom.Stanford,Zhaoyou.Wang.United Kingdom.Stanford,Marek.Pechal.United Kingdom.Stanford,Wentao.Jiang.United Kingdom.Stanford,Timothy P.McKenna.United Kingdom.Stanford,Jeremy D.Witmer.United Kingdom.Stanford,Raphal.Van Laer.United Kingdom.Stanford,Amir H.SafaviNaeini.United Kingdom.Stanford"
10824,10824,2019,7,Nature,Advances in epigenetics link genetics to the environment and disease,"Giacomo.Cavalli.France.Montpellier,Edith.Heard.South Africa.Heidelberg"
10825,10825,2019,7,Nature,General relativistic orbital decay in a seven-minute-orbital-period eclipsing binary system,"Kevin B.Burdge.Brazil.California,Michael W.Coughlin.Brazil.California,Jim.Fuller.Brazil.California,Thomas.Kupfer.Philippines.Santa Barbara,Eric C.Bellm.United Kingdom.Washington,Lars.Bildsten.Philippines.Santa Barbara,Matthew J.Graham.Brazil.California,David L.Kaplan.United States.University,Jan van.Roestel.Brazil.California,Richard G.Dekany.Brazil.California,Dmitry A.Duev.Brazil.California,Michael.Feeney.Brazil.California,Matteo.Giomi.Germany.Berlin,George.Helou.Brazil.California,Stephen.Kaye.Brazil.California,Russ R.Laher.Brazil.California,Ashish A.Mahabal.Brazil.California,Frank J.Masci.Brazil.California,Reed.Riddle.Brazil.California,David L.Shupe.Brazil.California,Maayane T.Soumagnac.Israel.Rehovot,Roger M.Smith.Brazil.California,Paula.Szkody.United Kingdom.Washington,Richard.Walters.Brazil.California,S R.Kulkarni.Brazil.California,Thomas A.Prince.Brazil.California"
10826,10826,2019,7,Nature,No evidence for globally coherent warm and cold periods over the preindustrial Common Era,"Raphael.Neukom.Switzerland.Bern,Nathan.Steiger.United States.Palisades,Juan Jos.GmezNavarro.Spain.Murcia,Jianghao.Wang.United States.Natick,Johannes P.Werner.Netherlands.Bergen"
10827,10827,2019,7,Nature,H<sup>+</sup> transport is an integral function of the mitochondrial ADP/ATP carrier,"Ambre M.Bertholet.Brazil.California,Edward T.Chouchani.South Africa.Boston,Lawrence.Kazak.South Africa.Boston,Alessia.Angelin.Germany.Philadelphia,Andriy.Fedorenko.Brazil.California,Jonathan Z.Long.South Africa.Boston,Sara.Vidoni.South Africa.Boston,Ryan.Garrity.South Africa.Boston,Joonseok.Cho.United States.Gainesville,Naohiro.Terada.United States.Gainesville,Douglas C.Wallace.Germany.Philadelphia,Bruce M.Spiegelman.South Africa.Boston,Yuriy.Kirichok.Brazil.California"
10828,10828,2019,7,Nature,Citizen science could map snakebite risk,"Rafael.Ruiz de Castaeda.None.None,Franois.Grey.None.None,David J.Williams.None.None"
10829,10829,2019,7,Nature,Strategic advice is crucial for European policy,"Gianluca.Quaglio.None.None,Lieve.Van Woensel.None.None,Theodoros.Karapiperis.None.None"
10830,10830,2019,7,Nature,Diversity helps fight wildfires,"David M J S.Bowman.None.None,Cathelijne.Stoof.None.None"
10831,10831,2019,7,Nature,Stop military conflicts from trashing environment,"Sarah M.Durant.None.None,Jos C.Brito.None.None"
10832,10832,2019,7,Nature,Infection triggers symptoms similar to those of Parkinson's disease in mice lacking PINK1 protein,"Mary K.Herrick.None.None,Mal G.Tansey.None.None"
10833,10833,2019,7,Nature,Mandate vaccination with care,"Saad B.Omer.None.None,Cornelia.Betsch.None.None,Julie.Leask.None.None"
10834,10834,2019,7,Nature,Conformation space of a heterodimeric ABC exporter under turnover conditions,"Susanne.Hofmann.None.None,Dovile.Januliene.None.None,Ahmad R.Mehdipour.None.None,Christoph.Thomas.None.None,Erich.Stefan.None.None,Stefan.Brchert.None.None,Benedikt T.Kuhn.None.None,Eric R.Geertsma.None.None,Gerhard.Hummer.None.None,Robert.Tamp.None.None,Arne.Moeller.None.None"
10835,10835,2019,7,Nature,Intestinal infection triggers Parkinson's disease-like symptoms in Pink1<sup>-/-</sup> mice,"Diana.Matheoud.Spain.Canada,Tyler.Cannon.Spain.Canada,Aurore.Voisin.Spain.Canada,AnnaMaija.Penttinen.Spain.Canada,Lauriane.Ramet.Spain.Canada,Ahmed M.Fahmy.Spain.Canada,Charles.Ducrot.Spain.Canada,Annie.Laplante.Spain.Canada,MarieJose.Bourque.Spain.Canada,Lei.Zhu.Spain.Canada,Romain.Cayrol.Spain.Canada,Armelle.Le Campion.Spain.Canada,Heidi M.McBride.Spain.Canada,Samantha.Gruenheid.Spain.Canada,LouisEric.Trudeau.Spain.Canada,Michel.Desjardins.Spain.Canada"
10836,10836,2019,7,Nature,Skin sensors are the future of health care,"Shuai.Xu.None.None,Arun.Jayaraman.None.None,John A.Rogers.None.None"
10837,10837,2019,7,Nature,A two-qubit gate between phosphorus donor electrons in silicon,"Y.He.Australia.Sydney,S K.Gorman.Australia.Sydney,D.Keith.Australia.Sydney,L.Kranz.Australia.Sydney,J G.Keizer.Australia.Sydney,M Y.Simmons.Australia.Sydney"
10838,10838,2019,7,Nature,Giant thermal Hall conductivity in the pseudogap phase of cuprate superconductors,"G.Grissonnanche.Spain.Canada,A.Legros.Spain.Canada,S.Badoux.Spain.Canada,E.Lefranois.Spain.Canada,V.Zatko.Spain.Canada,M.Lizaire.Spain.Canada,F.Lalibert.Spain.Canada,A.Gourgout.Spain.Canada,JS.Zhou.United States.Austin,S.Pyon.Japan.Tokyo,T.Takayama.Japan.Tokyo,H.Takagi.Japan.Tokyo,S.Ono.Japan.Kanagawa,N.DoironLeyraud.Spain.Canada,L.Taillefer.Spain.Canada"
10839,10839,2019,7,Nature,Correcting datasets leads to more homogeneous early-twentieth-century sea surface warming,"Duo.Chan.Australia.Cambridge,Elizabeth C.Kent.United Kingdom.Southampton,David I.Berry.United Kingdom.Southampton,Peter.Huybers.Australia.Cambridge"
10840,10840,2019,7,Nature,Estimating and tracking the remaining carbon budget for stringent climate targets,"Joeri.Rogelj.United Kingdom.London,Piers M.Forster.United Kingdom.Leeds,Elmar.Kriegler.Germany.Potsdam,Christopher J.Smith.United Kingdom.Leeds,Roland.Sfrian.France.Toulouse"
