,Unnamed: 0,pub_year,pub_month,journal_name,paper_title,author
10,10,2020,5,Nature reviews. Immunology,Organoids in immunological research,"Yotam E$BarEphraim$Oncode Institute, Hubrecht Institute, Royal Netherlands Academy of Arts and Sciences and University Medical Centre Utrecht, Utrecht, Netherlands.#Kai$Kretzschmar$Oncode Institute, Hubrecht Institute, Royal Netherlands Academy of Arts and Sciences and University Medical Centre Utrecht, Utrecht, Netherlands.#Hans$Clevers$Oncode Institute, Hubrecht Institute, Royal Netherlands Academy of Arts and Sciences and University Medical Centre Utrecht, Utrecht, Netherlands. h.clevers@hubrecht.eu."
11,11,2020,5,Nature reviews. Microbiology,The global preclinical antibacterial pipeline,"Ursula$Theuretzbacher$Center for Anti-Infective Agents, Vienna, Austria. utheuretzbacher@cefaia.com.#Kevin$Outterson$Boston University, Boston, MA, USA.#Aleks$Engel$Novo Holding A/S, Copenhagen, Denmark.#Anders$Karln$Department of Medicinal Chemistry, Uppsala University, Uppsala, Sweden."
12,12,2020,5,Nature reviews. Microbiology,"Antibiotic development - economic, regulatory and societal challenges","Christine$rdal$Norwegian Institute of Public Health, Oslo, Norway. christine.ardal@fhi.no.#Manica$Balasegaram$Global Antibiotic R&D Partnership, Geneva, Switzerland. mbalasegaram@gardp.org.#Ramanan$Laxminarayan$Center for Disease Dynamics, Economics & Policy, Washington, DC, USA. ramanan@cddep.org.#David$McAdams$Fuqua School of Business and Economics Department, Duke University, Durham, NC, USA. mcadams.david@gmail.com.#Kevin$Outterson$Boston University, Boston, MA, USA. mko@bu.edu.#John H$Rex$F2G Ltd, Eccles, UK. john.rex@f2g.com.#Nithima$Sumpradit$Food and Drug Administration, Ministry of Public Health, Nonthaburi, Thailand. nithima@fda.moph.go.th."
13,13,2020,4,Nature biomedical engineering,Opportunities and challenges of translational 3D bioprinting,"Sean V$Murphy$Wake Forest Institute for Regenerative Medicine, Wake Forest School of Medicine, Winston-Salem, NC, USA. semurphy@wakehealth.edu.#Paolo$De Coppi$Stem Cells & Regenerative Medicine Section, University College London, Great Ormond Street Institute of Child Health, London, UK.#Anthony$Atala$Wake Forest Institute for Regenerative Medicine, Wake Forest School of Medicine, Winston-Salem, NC, USA."
14,14,2020,4,Nature biomedical engineering,Growth factors with enhanced syndecan binding generate tonic signalling and promote tissue healing,"Mayumi$Mochizuki$European Molecular Biology Laboratory Australia, Australian Regenerative Medicine Institute, Monash University, Clayton, Victoria, Australia.#Esra$G$Institute of Bioengineering, School of Life Sciences, Ecole Polytechnique Fédérale de Lausanne, Lausanne, Switzerland.#Anthony J$Park$European Molecular Biology Laboratory Australia, Australian Regenerative Medicine Institute, Monash University, Clayton, Victoria, Australia.#Ziad$Julier$European Molecular Biology Laboratory Australia, Australian Regenerative Medicine Institute, Monash University, Clayton, Victoria, Australia.#Priscilla S$Briquez$Institute of Bioengineering, School of Life Sciences, Ecole Polytechnique Fédérale de Lausanne, Lausanne, Switzerland.#Gisela A$Kuhn$Institute for Biomechanics, ETH Zurich, Zürich, Switzerland.#Ralph$Mller$Institute for Biomechanics, ETH Zurich, Zürich, Switzerland.#Melody A$Swartz$Institute of Bioengineering, School of Life Sciences, Ecole Polytechnique Fédérale de Lausanne, Lausanne, Switzerland.#Jeffrey A$Hubbell$Institute of Bioengineering, School of Life Sciences, Ecole Polytechnique Fédérale de Lausanne, Lausanne, Switzerland.#Mikal M$Martino$European Molecular Biology Laboratory Australia, Australian Regenerative Medicine Institute, Monash University, Clayton, Victoria, Australia. mikael.martino@monash.edu."
15,15,2020,4,Nature biomedical engineering,Sustained perfusion of revascularized bioengineered livers heterotopically transplanted into immunosuppressed pigs,"Mohammed F$Shaheen$William J. von Liebig Center for Transplantation and Clinical Regeneration, Mayo Clinic, Rochester, MN, USA.#Dong Jin$Joo$William J. von Liebig Center for Transplantation and Clinical Regeneration, Mayo Clinic, Rochester, MN, USA.#Jeffrey J$Ross$Miromatrix Medical Inc., Eden Prairie, MN, USA. jross@miromatrix.com.#Brett D$Anderson$Miromatrix Medical Inc., Eden Prairie, MN, USA.#Harvey S$Chen$William J. von Liebig Center for Transplantation and Clinical Regeneration, Mayo Clinic, Rochester, MN, USA.#Robert C$Huebert$Division of Gastroenterology and Hepatology, Mayo Clinic, Rochester, MN, USA.#Yi$Li$William J. von Liebig Center for Transplantation and Clinical Regeneration, Mayo Clinic, Rochester, MN, USA.#Bruce$Amiot$William J. von Liebig Center for Transplantation and Clinical Regeneration, Mayo Clinic, Rochester, MN, USA.#Anne$Young$Miromatrix Medical Inc., Eden Prairie, MN, USA.#Viviana$Zlochiver$Miromatrix Medical Inc., Eden Prairie, MN, USA.#Erek$Nelson$William J. von Liebig Center for Transplantation and Clinical Regeneration, Mayo Clinic, Rochester, MN, USA.#Taofic$Mounajjed$Department of Laboratory Medicine and Pathology, Mayo Clinic, Rochester, MN, USA.#Allan B$Dietz$Department of Laboratory Medicine and Pathology, Mayo Clinic, Rochester, MN, USA.#Gregory$Michalak$Department of Radiology, Mayo Clinic, Rochester, MN, USA.#Benjamin G$Steiner$Miromatrix Medical Inc., Eden Prairie, MN, USA.#Dominique Seetapun$Davidow$Miromatrix Medical Inc., Eden Prairie, MN, USA.#Christopher R$Paradise$Center for Regenerative Medicine, Mayo Clinic, Rochester, MN, USA.#Andre J$van Wijnen$Department of Biochemistry and Molecular Biology, Mayo Clinic, Rochester, MN, USA.#Vijay H$Shah$Division of Gastroenterology and Hepatology, Mayo Clinic, Rochester, MN, USA.#Mengfei$Liu$Division of Gastroenterology and Hepatology, Mayo Clinic, Rochester, MN, USA.#Scott L$Nyberg$William J. von Liebig Center for Transplantation and Clinical Regeneration, Mayo Clinic, Rochester, MN, USA. Nyberg.Scott@mayo.edu."
16,16,2020,4,Nature chemical biology,Dynamics of transcription-translation coordination tune bacterial indole signaling,"Tianmin$Wang$Key Laboratory of Industrial Biocatalysis, Ministry of Education; Institute of Biochemical Engineering, Department of Chemical Engineering, Tsinghua University, Beijing, China. wtm2019@mail.tsinghua.edu.cn.#Xiang$Zheng$Key Laboratory of Industrial Biocatalysis, Ministry of Education; Institute of Biochemical Engineering, Department of Chemical Engineering, Tsinghua University, Beijing, China.#Haonan$Ji$Key Laboratory of Industrial Biocatalysis, Ministry of Education; Institute of Biochemical Engineering, Department of Chemical Engineering, Tsinghua University, Beijing, China.#TingLiang$Wang$School of Medicine, Tsinghua University, Beijing, China.#XinHui$Xing$Key Laboratory of Industrial Biocatalysis, Ministry of Education; Institute of Biochemical Engineering, Department of Chemical Engineering, Tsinghua University, Beijing, China.#Chong$Zhang$Key Laboratory of Industrial Biocatalysis, Ministry of Education; Institute of Biochemical Engineering, Department of Chemical Engineering, Tsinghua University, Beijing, China. chongzhang@tsinghua.edu.cn."
17,17,2020,4,Nature chemical biology,An efficient gene knock-in strategy using 5'-modified double-stranded DNA donors with short homology arms,"Yi$Yu$Department of Chemical and Biomolecular Engineering, University of Illinois at Urbana-Champaign, Urbana, IL, USA.#Yijun$Guo$Department of Chemical and Biomolecular Engineering, University of Illinois at Urbana-Champaign, Urbana, IL, USA.#Qiqi$Tian$Department of Biochemistry, University of Illinois at Urbana-Champaign, Urbana, IL, USA.#Yuanqing$Lan$Department of Biochemistry, University of Illinois at Urbana-Champaign, Urbana, IL, USA.#Hugh$Yeh$School of Molecular and Cellular Biology, University of Illinois at Urbana-Champaign, Urbana, IL, USA.#Meng$Zhang$Department of Chemical and Biomolecular Engineering, University of Illinois at Urbana-Champaign, Urbana, IL, USA.#Ipek$Tasan$Department of Biochemistry, University of Illinois at Urbana-Champaign, Urbana, IL, USA.#Surbhi$Jain$Department of Biochemistry, University of Illinois at Urbana-Champaign, Urbana, IL, USA.#Huimin$Zhao$Department of Chemical and Biomolecular Engineering, University of Illinois at Urbana-Champaign, Urbana, IL, USA. zhao5@illinois.edu."
18,18,2020,4,Nature chemical biology,Accurate annotation of human protein-coding small open reading frames,"Thomas F$Martinez$Clayton Foundation Laboratories for Peptide Biology, Salk Institute for Biological Studies, La Jolla, CA, USA. tmartinez@salk.edu.#Qian$Chu$Clayton Foundation Laboratories for Peptide Biology, Salk Institute for Biological Studies, La Jolla, CA, USA.#Cynthia$Donaldson$Clayton Foundation Laboratories for Peptide Biology, Salk Institute for Biological Studies, La Jolla, CA, USA.#Dan$Tan$Clayton Foundation Laboratories for Peptide Biology, Salk Institute for Biological Studies, La Jolla, CA, USA.#Maxim N$Shokhirev$Razavi Newman Integrative Genomics Bioinformatics Core, Salk Institute for Biological Studies, La Jolla, CA, USA.#Alan$Saghatelian$Clayton Foundation Laboratories for Peptide Biology, Salk Institute for Biological Studies, La Jolla, CA, USA. asaghatelian@salk.edu."
19,19,2020,4,Nature human behaviour,Comparing meta-analyses and preregistered multiple-laboratory replication projects,"Amanda$Kvarven$Department of Economics, University of Bergen, Bergen, Norway.#Eirik$Strmland$Department of Economics, University of Bergen, Bergen, Norway.#Magnus$Johannesson$Department of Economics, Stockholm School of Economics, Stockholm, Sweden. magnus.johannesson@hhs.se."
20,20,2020,4,Nature materials,Mutant lamins cause nuclear envelope rupture and DNA damage in skeletal muscle cells,"Ashley J$Earle$Meinig School of Biomedical Engineering & Weill Institute for Cell and Molecular Biology, Cornell University, Ithaca, NY, USA.#Tyler J$Kirby$Meinig School of Biomedical Engineering & Weill Institute for Cell and Molecular Biology, Cornell University, Ithaca, NY, USA.#Gregory R$Fedorchak$Meinig School of Biomedical Engineering & Weill Institute for Cell and Molecular Biology, Cornell University, Ithaca, NY, USA.#Philipp$Isermann$Meinig School of Biomedical Engineering & Weill Institute for Cell and Molecular Biology, Cornell University, Ithaca, NY, USA.#Jineet$Patel$Meinig School of Biomedical Engineering & Weill Institute for Cell and Molecular Biology, Cornell University, Ithaca, NY, USA.#Sushruta$Iruvanti$Meinig School of Biomedical Engineering & Weill Institute for Cell and Molecular Biology, Cornell University, Ithaca, NY, USA.#Steven A$Moore$Department of Pathology, Carver College of Medicine, University of Iowa, Iowa City, IA, USA.#Gisle$Bonne$Sorbonne Université, Inserm UMRS 974, Center of Research in Myology, Association Institute of Myology, Paris, France.#Lori L$Wallrath$Department of Biochemistry, Carver College of Medicine, University of Iowa, Iowa City, IA, USA.#Jan$Lammerding$Meinig School of Biomedical Engineering & Weill Institute for Cell and Molecular Biology, Cornell University, Ithaca, NY, USA. jan.lammerding@cornell.edu."
21,21,2020,4,Nature materials,Biofuel powered glucose detection in bodily fluids with an n-type conjugated polymer,"David$Ohayon$Biological and Environmental Science and Engineering Division, King Abdullah University of Science and Technology (KAUST), Thuwal, Saudi Arabia.#Georgios$Nikiforidis$Biological and Environmental Science and Engineering Division, King Abdullah University of Science and Technology (KAUST), Thuwal, Saudi Arabia.#Achilleas$Savva$Biological and Environmental Science and Engineering Division, King Abdullah University of Science and Technology (KAUST), Thuwal, Saudi Arabia.#Andrea$Giugni$Physical Science and Engineering Division, KAUST, Thuwal, Saudi Arabia.#Shofarul$Wustoni$Biological and Environmental Science and Engineering Division, King Abdullah University of Science and Technology (KAUST), Thuwal, Saudi Arabia.#Tamilarasan$Palanisamy$Physical Science and Engineering Division, KAUST, Thuwal, Saudi Arabia.#Xingxing$Chen$Physical Science and Engineering Division, KAUST, Thuwal, Saudi Arabia.#Iuliana Petruta$Maria$Department of Chemistry and Centre for Plastic Electronics, Imperial College London, London, UK.#Enzo$Di Fabrizio$Physical Science and Engineering Division, KAUST, Thuwal, Saudi Arabia.#Pedro M F J$Costa$Physical Science and Engineering Division, KAUST, Thuwal, Saudi Arabia.#Iain$McCulloch$Physical Science and Engineering Division, KAUST, Thuwal, Saudi Arabia.#Sahika$Inal$Biological and Environmental Science and Engineering Division, King Abdullah University of Science and Technology (KAUST), Thuwal, Saudi Arabia. sahika.inal@kaust.edu.sa."
22,22,2020,4,Nature materials,Multi-messenger nanoprobes of hidden magnetism in a strained manganite,"A S$McLeod$Department of Physics, Columbia University, New York, NY, USA. am4734@columbia.edu.#Jingdi$Zhang$Department of Physics, University of California San Diego, La Jolla, CA, USA. jdzhang@ust.hk.#M Q$Gu$Department of Materials Science and Engineering, Northwestern University, Evanston, IL, USA.#F$Jin$Hefei National Laboratory for Physical Sciences at Microscale and High Magnetic Field Laboratory of CAS, University of Science and Technology of China, Hefei, China.#G$Zhang$Department of Physics, University of California San Diego, La Jolla, CA, USA.#K W$Post$Department of Physics, University of California San Diego, La Jolla, CA, USA.#X G$Zhao$Department of Mechanical Engineering, Boston University, Boston, MA, USA.#A J$Millis$Department of Physics, Columbia University, New York, NY, USA.#W B$Wu$Hefei National Laboratory for Physical Sciences at Microscale and High Magnetic Field Laboratory of CAS, University of Science and Technology of China, Hefei, China.#J M$Rondinelli$Department of Materials Science and Engineering, Northwestern University, Evanston, IL, USA.#R D$Averitt$Department of Physics, University of California San Diego, La Jolla, CA, USA.#D N$Basov$Department of Physics, Columbia University, New York, NY, USA."
23,23,2020,4,Nature materials,Electric and antiferromagnetic chiral textures at multiferroic domain walls,"JY$Chauleau$SPEC, CEA, CNRS, Université Paris-Saclay, Gif-sur-Yvette, France.#T$Chirac$SPEC, CEA, CNRS, Université Paris-Saclay, Gif-sur-Yvette, France.#S$Fusil$Unité Mixte de Physique, CNRS, Thales, Univ. Paris-Sud, Université Paris-Saclay, Palaiseau, France.#V$Garcia$Unité Mixte de Physique, CNRS, Thales, Univ. Paris-Sud, Université Paris-Saclay, Palaiseau, France.#W$Akhtar$Laboratoire Charles Coulomb, Université de Montpellier and CNRS, Montpellier, France.#J$Tranchida$CEA - DAM le Ripault, Monts, France.#P$Thibaudeau$CEA - DAM le Ripault, Monts, France.#I$Gross$Laboratoire Charles Coulomb, Université de Montpellier and CNRS, Montpellier, France.#C$Blouzon$SPEC, CEA, CNRS, Université Paris-Saclay, Gif-sur-Yvette, France.#A$Finco$Laboratoire Charles Coulomb, Université de Montpellier and CNRS, Montpellier, France.#M$Bibes$Unité Mixte de Physique, CNRS, Thales, Univ. Paris-Sud, Université Paris-Saclay, Palaiseau, France.#B$Dkhil$Laboratoire Structures, Propriétés et Modélisation des Solides, CentraleSupélec, Université Paris-Saclay, Gif-Sur-Yvette, France.#D D$Khalyavin$ISIS Facility, STFC, Rutherford Appleton Laboratory, Didcot, UK.#P$Manuel$ISIS Facility, STFC, Rutherford Appleton Laboratory, Didcot, UK.#V$Jacques$Laboratoire Charles Coulomb, Université de Montpellier and CNRS, Montpellier, France.#N$Jaouen$Synchrotron SOLEIL, Gif-sur-Yvette, France.#M$Viret$SPEC, CEA, CNRS, Université Paris-Saclay, Gif-sur-Yvette, France. michel.viret@cea.fr."
24,24,2020,4,Nature materials,Kinetic pathways of crystallization at the nanoscale,"Zihao$Ou$Department of Materials Science and Engineering, University of Illinois, Urbana, IL, USA.#Ziwei$Wang$Graduate Program in Applied Physics, Northwestern University, Evanston, IL, USA.#Binbin$Luo$Department of Materials Science and Engineering, University of Illinois, Urbana, IL, USA.#Erik$Luijten$Department of Materials Science and Engineering, Northwestern University, Evanston, IL, USA. luijten@northwestern.edu.#Qian$Chen$Department of Materials Science and Engineering, University of Illinois, Urbana, IL, USA. qchen20@illinois.edu."
